S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD,extra_col_10,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,extra_col_24,extra_col_25,extra_col_26,extra_col_27,extra_col_28,extra_col_29
453,None,None,0,0,0,0,0,0,5,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
454,None,None,0,0,0,0,0,0,16,None,None,6,None,None,0,None,None,17,None,None,0,None,None,0,None,None,13,None,None
455,None,None,0,0,0,0,0,0,10,None,None,4,None,None,0,None,None,11,None,None,2,None,None,0,None,None,11,None,None
456,None,None,0,0,0,0,0,0,17,None,None,13,None,None,9,None,None,5,None,None,7,None,None,0,None,None,3,None,None
457,None,None,0,0,0,0,0,0,31,None,None,28,None,None,18,None,None,11,None,None,15,None,None,0,None,None,8,None,None
458,None,None,0,0,0,0,0,0,7,None,None,7,None,None,1,None,None,5,None,None,4,None,None,0,None,None,3,None,None
459,None,None,0,0,0,0,0,0,4,None,None,5,None,None,2,None,None,2,None,None,0,None,None,0,None,None,2,None,None
460,None,None,0,0,0,0,0,0,14,None,None,5,None,None,1,None,None,3,None,None,0,None,None,0,None,None,2,None,None
461,None,None,0,0,0,0,0,0,14,None,None,15,None,None,4,None,None,17,None,None,8,None,None,0,None,None,12,None,None
462,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,6,None,None,0,None,None,0,None,None,4,None,None
463,None,None,0,0,0,0,0,0,15,None,None,9,None,None,5,None,None,4,None,None,4,None,None,0,None,None,3,None,None
464,None,None,0,0,0,0,0,0,12,None,None,16,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
465,None,None,0,0,0,0,0,0,4,None,None,2,None,None,0,None,None,0,None,None,3,None,None,0,None,None,3,None,None
466,None,None,0,0,0,0,0,0,4,None,None,7,None,None,6,None,None,9,None,None,10,None,None,0,None,None,3,None,None
467,None,None,0,0,0,0,0,0,5,None,None,13,None,None,7,None,None,4,None,None,5,None,None,0,None,None,3,None,None
468,None,None,0,0,0,0,0,0,6,None,None,2,None,None,0,None,None,4,None,None,2,None,None,0,None,None,3,None,None
469,None,None,0,0,0,0,0,0,6,None,None,3,None,None,5,None,None,4,None,None,1,None,None,0,None,None,3,None,None
470,None,None,0,0,0,0,0,0,8,None,None,7,None,None,2,None,None,4,None,None,4,None,None,0,None,None,3,None,None
471,None,None,0,0,0,0,0,0,2,None,None,2,None,None,0,None,None,3,None,None,6,None,None,0,None,None,6,None,None
472,None,None,0,0,0,0,0,0,13,None,None,13,None,None,7,None,None,4,None,None,5,None,None,0,None,None,3,None,None
473,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,6,None,None,0,None,None,0,None,None,6,None,None
474,None,None,0,0,0,0,0,0,3,None,None,11,None,None,0,None,None,11,None,None,3,None,None,0,None,None,7,None,None
475,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,4,None,None,2,None,None,0,None,None,4,None,None
476,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,1,None,None,2,None,None,0,None,None,3,None,None
477,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
478,None,None,0,0,0,0,0,0,9,None,None,0,None,None,0,None,None,17,None,None,0,None,None,0,None,None,17,None,None
479,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,4,None,None
480,None,None,0,0,0,0,0,0,1,None,None,4,None,None,2,None,None,2,None,None,4,None,None,0,None,None,3,None,None
481,None,None,0,0,0,0,0,0,6,None,None,2,None,None,2,None,None,3,None,None,0,None,None,0,None,None,2,None,None
482,None,None,0,0,0,0,0,0,15,None,None,10,None,None,15,None,None,9,None,None,11,None,None,0,None,None,6,None,None
483,None,None,0,0,0,0,0,0,8,None,None,4,None,None,0,None,None,2,None,None,1,None,None,0,None,None,2,None,None
484,None,None,0,0,0,0,0,0,6,None,None,3,None,None,0,None,None,4,None,None,0,None,None,0,None,None,2,None,None
485,None,None,0,0,0,0,0,0,5,None,None,0,None,None,0,None,None,22,None,None,0,None,None,0,None,None,11,None,None
486,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,7,None,None,0,None,None,0,None,None,4,None,None
487,None,None,0,0,0,0,0,0,7,None,None,15,None,None,9,None,None,4,None,None,6,None,None,0,None,None,2,None,None
488,None,None,0,0,0,0,0,0,2,None,None,2,None,None,0,None,None,0,None,None,6,None,None,0,None,None,2,None,None
489,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
490,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
491,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
492,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
493,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
494,None,None,0,0,0,0,0,0,4,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
495,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,1,None,None
496,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,15,None,None,2,None,None
497,None,None,0,0,0,0,0,0,13,None,None,0,None,None,0,None,None,0,None,None,0,None,None,14,None,None,2,None,None
498,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,0,None,None
499,None,None,0,0,0,0,0,0,5,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,2,None,None
500,None,None,0,0,0,0,0,0,8,None,None,0,None,None,0,None,None,0,None,None,0,None,None,20,None,None,2,None,None
501,None,None,0,0,0,0,0,0,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None
502,None,None,0,0,0,0,0,0,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,2,None,None
503,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,21,None,None,2,None,None
504,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
505,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None
506,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
507,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None
508,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,7,None,None,2,None,None
509,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,1,None,None
510,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None,1,None,None
511,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
512,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,1,None,None
513,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,1,None,None
514,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
515,None,None,0,0,0,0,0,0,3,None,None,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None
516,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
517,None,None,0,0,0,0,0,0,2,None,None,6,None,None,1,None,None,4,None,None,5,None,None,0,None,None,2,None,None
518,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
519,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None
520,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,2,None,None
521,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,2,None,None
522,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
523,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
524,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,2,None,None,1,None,None,0,None,None,0,None,None
525,None,None,0,0,0,0,0,0,3,None,None,2,None,None,0,None,None,2,None,None,0,None,None,0,None,None,2,None,None
526,None,None,0,0,0,0,0,0,5,None,None,3,None,None,0,None,None,1,None,None,1,None,None,0,None,None,7,None,None
527,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
528,None,None,0,0,0,0,0,0,25,None,None,17,None,None,7,None,None,6,None,None,3,None,None,0,None,None,4,None,None
529,None,None,0,0,0,0,0,0,11,None,None,13,None,None,6,None,None,5,None,None,3,None,None,0,None,None,1,None,None
530,None,None,0,0,0,0,0,0,2,None,None,5,None,None,1,None,None,0,None,None,2,None,None,0,None,None,3,None,None
531,None,None,0,0,0,0,0,0,15,None,None,21,None,None,11,None,None,6,None,None,4,None,None,0,None,None,3,None,None
532,None,None,0,0,0,0,0,0,2,None,None,7,None,None,0,None,None,5,None,None,1,None,None,0,None,None,3,None,None
533,None,None,0,0,0,0,0,0,48,None,None,35,None,None,0,None,None,32,None,None,9,None,None,0,None,None,18,None,None
534,None,None,0,0,0,0,0,0,6,None,None,4,None,None,0,None,None,7,None,None,2,None,None,0,None,None,4,None,None
535,None,None,0,0,0,0,0,0,5,None,None,8,None,None,4,None,None,2,None,None,1,None,None,0,None,None,1,None,None
536,None,None,0,0,0,0,0,0,9,None,None,7,None,None,3,None,None,1,None,None,1,None,None,0,None,None,1,None,None
537,None,None,0,0,0,0,0,0,12,None,None,6,None,None,4,None,None,3,None,None,1,None,None,0,None,None,1,None,None
538,None,None,0,0,0,0,0,0,9,None,None,5,None,None,3,None,None,2,None,None,1,None,None,0,None,None,1,None,None
539,None,None,0,0,0,0,0,0,4,None,None,5,None,None,3,None,None,1,None,None,0,None,None,0,None,None,1,None,None
540,None,None,0,0,0,0,0,0,31,None,None,19,None,None,16,None,None,9,None,None,3,None,None,0,None,None,5,None,None
541,None,None,0,0,0,0,0,0,3,None,None,5,None,None,0,None,None,9,None,None,4,None,None,0,None,None,7,None,None
542,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
543,None,None,0,0,0,0,0,0,7,None,None,16,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
544,None,None,0,0,0,0,0,0,16,None,None,16,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
545,None,None,0,0,0,0,0,0,7,None,None,3,None,None,2,None,None,2,None,None,2,None,None,0,None,None,2,None,None
546,None,None,0,0,0,0,0,0,3,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
547,None,None,0,0,0,0,0,0,7,None,None,7,None,None,2,None,None,4,None,None,3,None,None,0,None,None,3,None,None
548,None,None,0,0,0,0,0,0,4,None,None,4,None,None,3,None,None,1,None,None,3,None,None,0,None,None,2,None,None
549,None,None,0,0,0,0,0,0,5,None,None,6,None,None,4,None,None,2,None,None,2,None,None,0,None,None,1,None,None
550,None,None,0,0,0,0,0,0,9,None,None,8,None,None,4,None,None,2,None,None,3,None,None,0,None,None,1,None,None
551,None,None,0,0,0,0,0,0,5,None,None,0,None,None,1,None,None,4,None,None,0,None,None,0,None,None,2,None,None
552,None,None,0,0,0,0,0,0,2,None,None,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,2,None,None
553,None,None,0,0,0,0,0,0,2,None,None,2,None,None,0,None,None,1,None,None,2,None,None,0,None,None,3,None,None
554,None,None,0,0,0,0,0,0,8,None,None,7,None,None,3,None,None,2,None,None,3,None,None,0,None,None,1,None,None
555,None,None,0,0,0,0,0,0,1,None,None,5,None,None,2,None,None,2,None,None,2,None,None,0,None,None,2,None,None
556,None,None,0,0,0,0,0,0,4,None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None
557,None,None,0,0,0,0,0,0,8,None,None,7,None,None,4,None,None,2,None,None,3,None,None,0,None,None,1,None,None
558,None,None,0,0,0,0,0,0,3,None,None,10,None,None,6,None,None,4,None,None,6,None,None,0,None,None,3,None,None
559,None,None,0,0,0,0,0,0,5,None,None,0,None,None,0,None,None,3,None,None,0,None,None,0,None,None,6,None,None
560,None,None,0,0,0,0,0,0,4,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,11,None,None
561,None,None,0,0,0,0,0,0,12,None,None,16,None,None,8,None,None,6,None,None,7,None,None,0,None,None,4,None,None
562,None,None,0,0,0,0,0,0,7,None,None,9,None,None,6,None,None,2,None,None,4,None,None,0,None,None,4,None,None
563,None,None,0,0,0,0,0,0,3,None,None,5,None,None,2,None,None,1,None,None,2,None,None,0,None,None,2,None,None
564,None,None,0,0,0,0,0,0,12,None,None,10,None,None,8,None,None,6,None,None,1,None,None,0,None,None,4,None,None
565,None,None,0,0,0,0,0,0,7,None,None,5,None,None,3,None,None,3,None,None,1,None,None,0,None,None,2,None,None
566,None,None,0,0,0,0,0,0,12,None,None,8,None,None,4,None,None,6,None,None,7,None,None,0,None,None,5,None,None
567,None,None,0,0,0,0,0,0,2,None,None,5,None,None,0,None,None,0,None,None,3,None,None,0,None,None,2,None,None
568,None,None,0,0,0,0,0,0,6,None,None,4,None,None,3,None,None,0,None,None,3,None,None,0,None,None,3,None,None
569,None,None,0,0,0,0,0,0,6,None,None,5,None,None,3,None,None,1,None,None,2,None,None,0,None,None,1,None,None
570,None,None,0,0,0,0,0,0,5,None,None,4,None,None,3,None,None,1,None,None,2,None,None,0,None,None,1,None,None
571,None,None,0,0,0,0,0,0,5,None,None,5,None,None,3,None,None,1,None,None,2,None,None,0,None,None,1,None,None
572,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,4,None,None,0,None,None,0,None,None,4,None,None
573,None,None,0,0,0,0,0,0,4,None,None,1,None,None,0,None,None,9,None,None,0,None,None,0,None,None,8,None,None
