S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD,extra_col_10,extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,extra_col_24,extra_col_25,extra_col_26,extra_col_27,extra_col_28,extra_col_29
224,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
225,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
226,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
227,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
228,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
229,None,None,0,0,0,0,0,0,4,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
230,None,None,0,0,0,0,0,0,2,None,None,5,None,None,1,None,None,2,None,None,0,None,None,0,None,None,1,None,None
231,None,None,0,0,0,0,0,0,1,None,None,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,2,None,None
232,None,None,0,0,0,0,0,0,4,None,None,2,None,None,0,None,None,8,None,None,1,None,None,0,None,None,5,None,None
233,None,None,0,0,0,0,0,0,1,None,None,1,None,None,1,None,None,4,None,None,0,None,None,0,None,None,3,None,None
234,None,None,0,0,0,0,0,0,3,None,None,3,None,None,4,None,None,6,None,None,5,None,None,0,None,None,4,None,None
235,None,None,0,0,0,0,0,0,3,None,None,8,None,None,0,None,None,1,None,None,5,None,None,0,None,None,4,None,None
236,None,None,0,0,0,0,0,0,8,None,None,20,None,None,11,None,None,6,None,None,8,None,None,0,None,None,4,None,None
237,None,None,0,0,0,0,0,0,2,None,None,2,None,None,1,None,None,4,None,None,6,None,None,0,None,None,4,None,None
238,None,None,0,0,0,0,0,0,2,None,None,2,None,None,1,None,None,1,None,None,2,None,None,0,None,None,3,None,None
239,None,None,0,0,0,0,0,0,3,None,None,3,None,None,0,None,None,3,None,None,6,None,None,0,None,None,8,None,None
240,None,None,0,0,0,0,0,0,25,None,None,21,None,None,12,None,None,6,None,None,8,None,None,0,None,None,4,None,None
241,None,None,0,0,0,0,0,0,6,None,None,10,None,None,1,None,None,3,None,None,3,None,None,0,None,None,4,None,None
242,None,None,0,0,0,0,0,0,6,None,None,8,None,None,5,None,None,4,None,None,3,None,None,0,None,None,3,None,None
243,None,None,0,0,0,0,0,0,1,None,None,3,None,None,1,None,None,4,None,None,1,None,None,0,None,None,3,None,None
244,None,None,0,0,0,0,0,0,2,None,None,2,None,None,2,None,None,3,None,None,1,None,None,0,None,None,2,None,None
245,None,None,0,0,0,0,0,0,8,None,None,4,None,None,1,None,None,3,None,None,2,None,None,0,None,None,2,None,None
246,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
247,None,None,0,0,0,0,0,0,7,None,None,5,None,None,3,None,None,3,None,None,2,None,None,0,None,None,2,None,None
248,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,9,None,None,0,None,None,0,None,None,8,None,None
249,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
250,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
251,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,3,None,None
252,None,None,0,0,0,0,0,0,5,None,None,16,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
253,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
254,None,None,0,0,0,0,0,0,2,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,6,None,None
255,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
256,None,None,0,0,0,0,0,0,1,None,None,1,None,None,3,None,None,4,None,None,0,None,None,0,None,None,2,None,None
257,None,None,0,0,0,0,0,0,5,None,None,10,None,None,6,None,None,3,None,None,4,None,None,0,None,None,2,None,None
258,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None,2,None,None
259,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,9,None,None,0,None,None,0,None,None,9,None,None
260,None,None,0,0,0,0,0,0,4,None,None,5,None,None,0,None,None,4,None,None,0,None,None,0,None,None,3,None,None
261,None,None,0,0,0,0,0,0,4,None,None,5,None,None,0,None,None,1,None,None,0,None,None,0,None,None,5,None,None
262,None,None,0,0,0,0,0,0,5,None,None,5,None,None,3,None,None,3,None,None,2,None,None,0,None,None,2,None,None
263,None,None,0,0,0,0,0,0,6,None,None,6,None,None,1,None,None,3,None,None,0,None,None,0,None,None,3,None,None
264,None,None,0,0,0,0,0,0,8,None,None,4,None,None,2,None,None,2,None,None,2,None,None,0,None,None,2,None,None
265,None,None,0,0,0,0,0,0,5,None,None,6,None,None,0,None,None,4,None,None,0,None,None,0,None,None,3,None,None
266,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,3,None,None,1,None,None,0,None,None,0,None,None
267,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
268,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
269,None,None,0,0,0,0,0,0,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None,2,None,None
270,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,1,None,None
271,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,3,None,None,1,None,None,0,None,None,5,None,None
272,None,None,0,0,0,0,0,0,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None
273,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,4,None,None
274,None,None,0,0,0,0,0,0,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,2,None,None
275,None,None,0,0,0,0,0,0,1,None,None,2,None,None,0,None,None,5,None,None,1,None,None,0,None,None,7,None,None
276,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
277,None,None,0,0,0,0,0,0,5,None,None,7,None,None,5,None,None,9,None,None,10,None,None,0,None,None,6,None,None
278,None,None,0,0,0,0,0,0,30,None,None,32,None,None,9,None,None,12,None,None,21,None,None,0,None,None,13,None,None
279,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
280,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
281,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
282,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
283,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
284,None,None,0,0,0,0,0,0,3,None,None,4,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
285,None,None,0,0,0,0,0,0,2,None,None,16,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
286,None,None,0,0,0,0,0,0,1,None,None,3,None,None,0,None,None,4,None,None,4,None,None,0,None,None,3,None,None
287,None,None,0,0,0,0,0,0,7,None,None,3,None,None,6,None,None,3,None,None,2,None,None,0,None,None,3,None,None
288,None,None,0,0,0,0,0,0,5,None,None,6,None,None,0,None,None,4,None,None,5,None,None,0,None,None,3,None,None
289,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,3,None,None,4,None,None,0,None,None,6,None,None
290,None,None,0,0,0,0,0,0,11,None,None,16,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
291,None,None,0,0,0,0,0,0,2,None,None,3,None,None,0,None,None,16,None,None,1,None,None,0,None,None,12,None,None
292,None,None,0,0,0,0,0,0,3,None,None,2,None,None,0,None,None,8,None,None,2,None,None,0,None,None,6,None,None
293,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None
294,None,None,0,0,0,0,0,0,9,None,None,8,None,None,4,None,None,0,None,None,4,None,None,0,None,None,2,None,None
295,None,None,0,0,0,0,0,0,3,None,None,2,None,None,1,None,None,0,None,None,2,None,None,0,None,None,3,None,None
296,None,None,0,0,0,0,0,0,5,None,None,15,None,None,7,None,None,3,None,None,6,None,None,0,None,None,3,None,None
297,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,2,None,None,0,None,None,0,None,None,0,None,None
298,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
299,None,None,0,0,0,0,0,0,5,None,None,2,None,None,0,None,None,6,None,None,0,None,None,0,None,None,10,None,None
300,None,None,0,0,0,0,0,0,10,None,None,6,None,None,1,None,None,4,None,None,4,None,None,0,None,None,3,None,None
301,None,None,0,0,0,0,0,0,6,None,None,5,None,None,2,None,None,4,None,None,2,None,None,0,None,None,2,None,None
302,None,None,0,0,0,0,0,0,1,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,1,None,None
303,None,None,0,0,0,0,0,0,4,None,None,4,None,None,0,None,None,4,None,None,1,None,None,0,None,None,3,None,None
304,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,4,None,None,0,None,None,0,None,None,3,None,None
305,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
306,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
307,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None
308,None,None,0,0,0,0,0,0,11,None,None,11,None,None,5,None,None,3,None,None,3,None,None,0,None,None,2,None,None
309,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
310,None,None,0,0,0,0,0,0,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,6,None,None
311,None,None,0,0,0,0,0,0,32,None,None,0,None,None,0,None,None,0,None,None,0,None,None,58,None,None,6,None,None
312,None,None,0,0,0,0,0,0,5,None,None,0,None,None,0,None,None,0,None,None,0,None,None,21,None,None,3,None,None
313,None,None,0,0,0,0,0,0,9,None,None,0,None,None,0,None,None,0,None,None,0,None,None,13,None,None,2,None,None
314,None,None,0,0,0,0,0,0,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,12,None,None,2,None,None
315,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,30,None,None,3,None,None
316,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
317,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
318,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
319,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
320,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,3,None,None
321,None,None,0,0,0,0,0,0,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,4,None,None
322,None,None,0,0,0,0,0,0,2,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
323,None,None,0,0,0,0,0,0,4,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
324,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
325,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,7,None,None,0,None,None,0,None,None,10,None,None
326,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None
327,None,None,0,0,0,0,0,0,14,None,None,6,None,None,9,None,None,6,None,None,0,None,None,0,None,None,4,None,None
328,None,None,0,0,0,0,0,0,2,None,None,3,None,None,0,None,None,2,None,None,0,None,None,0,None,None,2,None,None
329,None,None,0,0,0,0,0,0,17,None,None,9,None,None,2,None,None,6,None,None,4,None,None,0,None,None,4,None,None
330,None,None,0,0,0,0,0,0,8,None,None,3,None,None,3,None,None,3,None,None,5,None,None,0,None,None,4,None,None
331,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
332,None,None,0,0,0,0,0,0,1,None,None,7,None,None,1,None,None,3,None,None,3,None,None,0,None,None,2,None,None
333,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
334,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
335,None,None,0,0,0,0,0,0,12,None,None,16,None,None,8,None,None,4,None,None,4,None,None,0,None,None,3,None,None
336,None,None,0,0,0,0,0,0,2,None,None,7,None,None,1,None,None,2,None,None,1,None,None,0,None,None,2,None,None
337,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
338,None,None,0,0,0,0,0,0,1,None,None,11,None,None,5,None,None,3,None,None,4,None,None,0,None,None,2,None,None
339,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,2,None,None
340,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,5,None,None,0,None,None,3,None,None
341,None,None,0,0,0,0,0,0,12,None,None,9,None,None,7,None,None,4,None,None,5,None,None,0,None,None,2,None,None
342,None,None,0,0,0,0,0,0,9,None,None,0,None,None,0,None,None,18,None,None,0,None,None,0,None,None,17,None,None
343,None,None,0,0,0,0,0,0,3,None,None,1,None,None,0,None,None,8,None,None,1,None,None,0,None,None,12,None,None
344,None,None,0,0,0,0,0,0,1,None,None,2,None,None,0,None,None,2,None,None,0,None,None,0,None,None,3,None,None
345,None,None,0,0,0,0,0,0,4,None,None,5,None,None,3,None,None,4,None,None,1,None,None,0,None,None,2,None,None
346,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,2,None,None,0,None,None,0,None,None,2,None,None
347,None,None,0,0,0,0,0,0,6,None,None,2,None,None,1,None,None,3,None,None,0,None,None,0,None,None,3,None,None
348,None,None,0,0,0,0,0,0,4,None,None,0,None,None,0,None,None,16,None,None,0,None,None,0,None,None,11,None,None
349,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,7,None,None,0,None,None,0,None,None,4,None,None
350,None,None,0,0,0,0,0,0,7,None,None,2,None,None,3,None,None,3,None,None,3,None,None,0,None,None,2,None,None
351,None,None,0,0,0,0,0,0,21,None,None,13,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
352,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,3,None,None
353,None,None,0,0,0,0,0,0,14,None,None,13,None,None,7,None,None,4,None,None,6,None,None,0,None,None,3,None,None
354,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,1,None,None,3,None,None,0,None,None,3,None,None
355,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,4,None,None,0,None,None,0,None,None,3,None,None
356,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None,0,None,None
357,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,7,None,None,1,None,None,0,None,None,7,None,None
358,None,None,0,0,0,0,0,0,4,None,None,5,None,None,3,None,None,5,None,None,1,None,None,0,None,None,4,None,None
359,None,None,0,0,0,0,0,0,3,None,None,5,None,None,0,None,None,3,None,None,0,None,None,0,None,None,2,None,None
360,None,None,0,0,0,0,0,0,11,None,None,5,None,None,8,None,None,5,None,None,7,None,None,0,None,None,4,None,None
361,None,None,0,0,0,0,0,0,10,None,None,10,None,None,2,None,None,6,None,None,0,None,None,0,None,None,4,None,None
362,None,None,0,0,0,0,0,0,7,None,None,6,None,None,1,None,None,4,None,None,6,None,None,0,None,None,2,None,None
363,None,None,0,0,0,0,0,0,3,None,None,6,None,None,3,None,None,4,None,None,1,None,None,0,None,None,3,None,None
364,None,None,0,0,0,0,0,0,5,None,None,4,None,None,5,None,None,3,None,None,2,None,None,0,None,None,2,None,None
365,None,None,0,0,0,0,0,0,10,None,None,9,None,None,2,None,None,3,None,None,2,None,None,0,None,None,2,None,None
366,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,4,None,None
367,None,None,0,0,0,0,0,0,1,None,None,21,None,None,12,None,None,6,None,None,8,None,None,0,None,None,4,None,None
368,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
369,None,None,0,0,0,0,0,0,1,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
370,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,5,None,None
371,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
372,None,None,0,0,0,0,0,0,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None,2,None,None
373,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
374,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,2,None,None
375,None,None,0,0,0,0,0,0,5,None,None,3,None,None,2,None,None,4,None,None,3,None,None,0,None,None,3,None,None
376,None,None,0,0,0,0,0,0,4,None,None,0,None,None,0,None,None,3,None,None,0,None,None,0,None,None,3,None,None
377,None,None,0,0,0,0,0,0,3,None,None,1,None,None,0,None,None,0,None,None,2,None,None,0,None,None,3,None,None
378,None,None,0,0,0,0,0,0,1,None,None,15,None,None,8,None,None,5,None,None,7,None,None,0,None,None,3,None,None
379,None,None,0,0,0,0,0,0,3,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
380,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,2,None,None,1,None,None,0,None,None,3,None,None
381,None,None,0,0,0,0,0,0,3,None,None,3,None,None,2,None,None,4,None,None,1,None,None,0,None,None,3,None,None
382,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
383,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
384,None,None,0,0,0,0,0,0,2,None,None,5,None,None,2,None,None,2,None,None,1,None,None,0,None,None,3,None,None
385,None,None,0,0,0,0,0,0,3,None,None,1,None,None,0,None,None,3,None,None,0,None,None,0,None,None,3,None,None
386,None,None,0,0,0,0,0,0,5,None,None,0,None,None,1,None,None,3,None,None,0,None,None,0,None,None,3,None,None
387,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
388,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
389,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
390,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
391,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,2,None,None,0,None,None,0,None,None,5,None,None
392,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,12,None,None,1,None,None,0,None,None,7,None,None
393,None,None,0,0,0,0,0,0,5,None,None,4,None,None,0,None,None,1,None,None,0,None,None,0,None,None,6,None,None
394,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,6,None,None
395,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,3,None,None
396,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,2,None,None,0,None,None,0,None,None,3,None,None
397,None,None,0,0,0,0,0,0,3,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None
398,None,None,0,0,0,0,0,0,7,None,None,5,None,None,1,None,None,4,None,None,2,None,None,0,None,None,3,None,None
399,None,None,0,0,0,0,0,0,8,None,None,2,None,None,2,None,None,5,None,None,2,None,None,0,None,None,4,None,None
400,None,None,0,0,0,0,0,0,1,None,None,3,None,None,0,None,None,1,None,None,7,None,None,0,None,None,4,None,None
401,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
402,None,None,0,0,0,0,0,0,9,None,None,13,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
403,None,None,0,0,0,0,0,0,17,None,None,14,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
404,None,None,0,0,0,0,0,0,6,None,None,0,None,None,0,None,None,9,None,None,1,None,None,0,None,None,9,None,None
405,None,None,0,0,0,0,0,0,2,None,None,2,None,None,1,None,None,6,None,None,0,None,None,0,None,None,8,None,None
406,None,None,0,0,0,0,0,0,2,None,None,4,None,None,3,None,None,4,None,None,3,None,None,0,None,None,0,None,None
407,None,None,0,0,0,0,0,0,9,None,None,6,None,None,2,None,None,3,None,None,4,None,None,0,None,None,0,None,None
408,None,None,0,0,0,0,0,0,11,None,None,16,None,None,8,None,None,4,None,None,5,None,None,0,None,None,0,None,None
409,None,None,0,0,0,0,0,0,4,None,None,2,None,None,0,None,None,0,None,None,3,None,None,0,None,None,0,None,None
410,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,2,None,None,3,None,None,0,None,None,0,None,None
411,None,None,0,0,0,0,0,0,5,None,None,1,None,None,0,None,None,18,None,None,0,None,None,0,None,None,0,None,None
412,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,12,None,None,0,None,None,0,None,None,0,None,None
413,None,None,0,0,0,0,0,0,4,None,None,3,None,None,2,None,None,0,None,None,1,None,None,0,None,None,18,None,None
414,None,None,0,0,0,0,0,0,2,None,None,3,None,None,2,None,None,1,None,None,1,None,None,0,None,None,6,None,None
415,None,None,0,0,0,0,0,0,1,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
416,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
417,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
418,None,None,0,0,0,0,0,0,1,None,None,10,None,None,4,None,None,4,None,None,5,None,None,0,None,None,3,None,None
419,None,None,0,0,0,0,0,0,2,None,None,4,None,None,1,None,None,0,None,None,1,None,None,0,None,None,1,None,None
420,None,None,0,0,0,0,0,0,3,None,None,1,None,None,0,None,None,2,None,None,1,None,None,0,None,None,3,None,None
421,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,4,None,None
422,None,None,0,0,0,0,0,0,8,None,None,0,None,None,0,None,None,27,None,None,0,None,None,0,None,None,22,None,None
423,None,None,0,0,0,0,0,0,2,None,None,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,4,None,None
424,None,None,0,0,0,0,0,0,7,None,None,4,None,None,2,None,None,3,None,None,1,None,None,0,None,None,2,None,None
425,None,None,0,0,0,0,0,0,5,None,None,5,None,None,6,None,None,3,None,None,3,None,None,0,None,None,2,None,None
426,None,None,0,0,0,0,0,0,2,None,None,2,None,None,1,None,None,3,None,None,1,None,None,0,None,None,3,None,None
427,None,None,0,0,0,0,0,0,6,None,None,12,None,None,6,None,None,4,None,None,5,None,None,0,None,None,3,None,None
428,None,None,0,0,0,0,0,0,7,None,None,6,None,None,7,None,None,4,None,None,0,None,None,0,None,None,3,None,None
429,None,None,0,0,0,0,0,0,3,None,None,8,None,None,0,None,None,3,None,None,4,None,None,0,None,None,2,None,None
430,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None
431,None,None,0,0,0,0,0,0,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None
432,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,4,None,None,1,None,None,0,None,None,3,None,None
433,None,None,0,0,0,0,0,0,2,None,None,4,None,None,0,None,None,1,None,None,2,None,None,0,None,None,2,None,None
434,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
435,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
436,None,None,0,0,0,0,0,0,2,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,3,None,None
437,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
438,None,None,0,0,0,0,0,0,11,None,None,14,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
439,None,None,0,0,0,0,0,0,6,None,None,4,None,None,3,None,None,1,None,None,4,None,None,0,None,None,6,None,None
440,None,None,0,0,0,0,0,0,5,None,None,3,None,None,3,None,None,6,None,None,2,None,None,0,None,None,4,None,None
441,None,None,0,0,0,0,0,0,3,None,None,4,None,None,4,None,None,3,None,None,4,None,None,0,None,None,2,None,None
442,None,None,0,0,0,0,0,0,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
443,None,None,0,0,0,0,0,0,4,None,None,4,None,None,1,None,None,1,None,None,1,None,None,0,None,None,2,None,None
444,None,None,0,0,0,0,0,0,2,None,None,0,None,None,0,None,None,3,None,None,1,None,None,0,None,None,2,None,None
445,None,None,0,0,0,0,0,0,6,None,None,9,None,None,2,None,None,9,None,None,8,None,None,0,None,None,6,None,None
446,None,None,0,0,0,0,0,0,5,None,None,6,None,None,6,None,None,5,None,None,2,None,None,0,None,None,4,None,None
447,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,2,None,None
448,None,None,0,0,0,0,0,0,3,None,None,0,None,None,0,None,None,6,None,None,1,None,None,0,None,None,4,None,None
449,None,None,0,0,0,0,0,0,9,None,None,8,None,None,6,None,None,8,None,None,4,None,None,0,None,None,6,None,None
450,None,None,0,0,0,0,0,0,6,None,None,7,None,None,1,None,None,4,None,None,6,None,None,0,None,None,5,None,None
451,None,None,0,0,0,0,0,0,4,None,None,16,None,None,7,None,None,4,None,None,6,None,None,0,None,None,3,None,None
452,None,None,0,0,0,0,0,0,1,None,None,1,None,None,0,None,None,2,None,None,4,None,None,0,None,None,3,None,None
