S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
622,Kirori Mal College,B.Sc (Hons.) Chemistry,1,1,0,3,1,0,5
623,Kirori Mal College,B.Sc (Prog.) Life Science,1,0,1,0,0,0,1
624,Kirori Mal College,B.Sc (Hons.) Mathematics,2,0,1,0,0,0,4
625,Kirori Mal College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,0,1,0,0,0,2
626,Kirori Mal College,B.Sc (Prog.) Physical Science with Chemistry,1,2,0,5,1,0,7
627,Kirori Mal College,B.Sc (Hons.) Physics,0,3,0,1,1,0,7
628,Kirori Mal College,B.Sc (Hons.) Statistics,2,0,0,0,0,0,1
629,Kirori Mal College,B.Sc (Hons.) Zoology,0,0,0,0,0,0,0
630,Kirori Mal College,B.A Program (Bengali + History),1,1,1,1,1,0,0
631,Kirori Mal College,B.A Program (Bengali + Political Science),1,0,1,1,1,0,0
632,Kirori Mal College,B.A Program (English + Political Science),0,0,0,0,0,0,0
633,Kirori Mal College,B.A Program (Hindi + Political Science),0,0,0,0,0,0,0
634,Kirori Mal College,B.A Program (Economics + History),0,0,0,0,0,0,0
635,Kirori Mal College,B.A Program (Economics + Philosophy),0,0,0,0,0,0,0
636,Kirori Mal College,B.A Program (Economics + Political Science),0,0,0,0,0,0,0
637,Kirori Mal College,B.A Program (History + Philosophy),0,0,0,0,0,0,0
638,Kirori Mal College,B.A Program (History + Political Science),0,0,0,0,0,0,0
639,Kirori Mal College,B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
640,Lady Irwin College (W),B.Sc (Hons.) Home Science,5,7,5,9,10,0,6
641,Lady Irwin College (W),B.Sc (Pass) Home Science,30,32,9,12,21,0,13
642,Lady Irwin College (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
643,Lakshmibai College (W),B.A. (Hons.) Economics,0,8,3,4,3,0,3
644,Lakshmibai College (W),B.A. (Hons.) English,3,4,0,1,0,0,3
645,Lakshmibai College (W),B.A. (Hons.) Hindi,2,16,9,4,6,0,3
646,Lakshmibai College (W),B.A. (Hons.) History,1,3,0,4,4,0,3
647,Lakshmibai College (W),B.Sc (Hons.) Mathematics,7,3,6,3,2,0,3
648,Lakshmibai College (W),B.A. (Hons.) Philosophy,5,6,0,4,5,0,3
649,Lakshmibai College (W),B.A. (Hons.) Political Science,2,0,0,3,4,0,6
650,Lakshmibai College (W),B.A. (Hons.) Sanskrit,11,16,9,4,6,0,3
651,Lakshmibai College (W),B.Com,2,3,0,16,1,0,12
652,Lakshmibai College (W),B.A. (Hons.) Business Economics,0,3,1,3,0,0,2
653,Lakshmibai College (W),B.Com (Hons.),3,2,0,8,2,0,6
654,Lakshmibai College (W),B.A Program (English + Economics),2,2,0,1,2,0,2
655,Lakshmibai College (W),B.A Program (Hindi + History),3,5,1,1,3,0,2
656,Lakshmibai College (W),B.A Program (Punjabi + Political Science),1,7,4,2,2,0,1
657,Lakshmibai College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",6,0,1,3,1,0,2
658,Lakshmibai College (W),B.A Program (Food Technology (FT) + Political Science),1,3,1,1,0,0,1
659,Lakshmibai College (W),B.A Program (History + Music),4,3,1,2,2,0,1
660,Lakshmibai College (W),B.A Program (History + Political Science),1,3,0,3,2,0,4
661,Lakshmibai College (W),B.A Program (Philosophy + Political Science),7,0,1,4,5,0,4
662,Lakshmibai College (W),B.A Program (Philosophy + Sociology),6,2,0,2,4,0,2
663,Lakshmibai College (W),B.A Program (Computer Applications + Economics),8,3,3,2,3,0,2
664,Lakshmibai College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Psychology)",1,1,0,0,0,0,1
665,Lakshmibai College (W),B.A Program (Physical Education + Psychology),0,1,1,1,0,0,0
666,Lakshmibai College (W),B.A. (Hons.) Sociology,0,5,0,0,5,0,3
667,Lakshmibai College (W),B.A. (Hons.) Psychology,2,0,1,0,0,0,1
668,Lakshmibai College (W),B.Sc (Hons.) Home Science,9,8,4,0,4,0,2
669,Lakshmibai College (W),B.A Program (Computer Applications + Mathematics),4,1,3,2,2,0,1
670,Lakshmibai College (W),B.A Program (Apparel Design & Construction + Philosophy),4,4,0,2,2,0,1
671,Lakshmibai College (W),B.A Program (Sanskrit + Sociology),4,7,4,2,2,0,1
672,Maharaja Agrasen College,B.A. (Hons.) English,3,2,1,0,2,0,3
673,Maharaja Agrasen College,B.A. (Hons.) Hindi,5,15,7,3,6,0,3
674,Maharaja Agrasen College,B.A. (Hons.) Journalism,2,1,0,2,0,0,0
675,Maharaja Agrasen College,B.A. (Hons.) Political Science,2,1,0,0,1,0,2
676,Maharaja Agrasen College,B.Com (Hons.),5,2,0,6,0,0,10
677,Maharaja Agrasen College,B.Sc (Prog.) Mathematical Sciences,0,5,3,5,5,0,3
678,Maharaja Agrasen College,B.Sc (Hons.) Electronics,10,6,1,4,4,0,3
679,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,5,2,4,2,0,2
680,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Chemistry,1,2,1,1,1,0,1
681,Maharaja Agrasen College,B.A. (Hons.) Business Economics,4,4,0,4,1,0,3
682,Maharaja Agrasen College,B.A Program (English + Economics),1,0,0,0,0,0,1
683,Maharaja Agrasen College,B.A Program (English + History),0,0,0,0,0,0,0
684,Maharaja Agrasen College,B.A Program (English + Mathematics),2,2,1,1,0,0,0
685,Maharaja Agrasen College,B.A Program (Hindi + Economics),1,0,0,1,0,0,1
686,Maharaja Agrasen College,B.A Program (Hindi + History),0,1,0,1,0,0,1
687,Maharaja Agrasen College,B.A Program (Hindi + Mathematics),3,3,1,1,2,0,0
688,Maharaja Agrasen College,B.A Program (Hindi + Political Science),1,0,0,1,0,0,1
689,Maharaja Agrasen College,B.A Program (Economics + OMSP),0,0,0,0,1,0,0
690,Maharaja Agrasen College,B.A Program (History + OMSP),0,0,0,1,0,0,1
691,Maharaja Agrasen College,B.A Program (Mathematics + OMSP),2,0,2,0,1,0,0
692,Maharaja Agrasen College,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),0,0,0,1,1,0,1
693,Maharaja Agrasen College,B.A Program (English + Political Science),0,0,0,0,0,0,0
694,Maharaja Agrasen College,B.A Program (Computer Applications + Economics),1,1,1,1,0,0,0
695,Maharaja Agrasen College,B.A Program (Computer Applications + History),0,1,1,0,1,0,1
696,Maharaja Agrasen College,B.A Program (Computer Applications + Mathematics),2,2,0,0,2,0,0
697,Maharaja Agrasen College,B.A Program (Computer Applications + Political Science),0,1,1,1,0,0,1
698,Maitreyi College (W),B.A. (Hons.) Economics,1,0,0,4,0,0,3
699,Maitreyi College (W),B.A. (Hons.) English,1,1,0,0,0,0,2
700,Maitreyi College (W),B.A. (Hons.) Hindi,0,14,8,4,6,0,3
701,Maitreyi College (W),B.A. (Hons.) History,2,0,0,0,1,0,1
702,Maitreyi College (W),B.A. (Hons.) Political Science,1,0,0,0,0,0,5
703,Maitreyi College (W),B.A. (Hons.) Sanskrit,11,11,5,3,3,0,2
704,Maitreyi College (W),B.A. (Hons.) Sociology,1,0,0,1,0,0,3
705,Maitreyi College (W),B.Com,0,0,0,0,0,0,5
706,Maitreyi College (W),B.Com (Hons.),0,0,0,0,0,0,4
707,Maitreyi College (W),B.Sc (Prog.) Life Science,1,1,1,0,0,0,6
708,Maitreyi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,0,0,1,3,0,0,2
709,Maitreyi College (W),B.Sc (Prog.) Physical Science with Chemistry,0,0,3,3,1,0,2
710,Maitreyi College (W),B.Sc (Hons.) Botany,0,0,1,0,0,0,2
711,Maitreyi College (W),B.Sc (Hons.) Chemistry,0,0,0,3,0,0,2
712,Maitreyi College (W),B.Sc (Hons.) Mathematics,0,0,2,4,0,0,2
713,Maitreyi College (W),B.Sc (Hons.) Physics,0,0,0,3,0,0,2
714,Maitreyi College (W),B.Sc (Hons.) Zoology,0,2,0,0,1,0,2
715,Maitreyi College (W),B.A Program (English + Economics),0,0,0,0,1,0,1
716,Maitreyi College (W),B.A Program (English + Sociology),0,0,0,0,0,0,1
717,Maitreyi College (W),B.A Program (Hindi + History),0,0,0,0,0,0,1
718,Maitreyi College (W),B.A Program (Hindi + Political Science),0,0,0,1,0,0,1
719,Maitreyi College (W),B.A Program (Punjabi + History),1,2,1,1,1,0,0
720,Maitreyi College (W),B.A Program (Punjabi + Political Science),0,2,0,1,1,0,1
721,Maitreyi College (W),B.A Program (Sanskrit + History),0,0,1,0,1,0,1
722,Maitreyi College (W),B.A Program (Sanskrit + Political Science),0,1,0,1,0,0,1
723,Maitreyi College (W),B.A Program (Computer Applications + Economics),0,0,0,1,0,0,1
724,Maitreyi College (W),B.A Program (Computer Applications + Mathematics),1,0,0,1,0,0,0
725,Maitreyi College (W),B.A Program (Economics + Mathematics),0,0,0,1,0,0,1
726,Maitreyi College (W),B.A Program (History + Political Science),0,0,0,0,0,0,1
727,Maitreyi College (W),B.A Program (Political Science + Sociology),0,0,0,0,1,0,1
728,Mata Sundri College for Women (W),B.A. (Hons.) English,0,0,0,0,0,4,3
729,Mata Sundri College for Women (W),B.A. (Hons.) Hindi,32,0,0,0,0,58,6
730,Mata Sundri College for Women (W),B.A. (Hons.) History,0,0,0,0,0,30,3
731,Mata Sundri College for Women (W),B.A. (Hons.) Philosophy,5,0,0,0,0,21,3
732,Mata Sundri College for Women (W),B.A. (Hons.) Political Science,0,0,0,0,0,44,6
733,Mata Sundri College for Women (W),B.A. (Hons.) Psychology,0,0,0,0,0,2,5
734,Mata Sundri College for Women (W),B.A. (Hons.) Punjabi,9,0,0,0,0,13,2
735,Mata Sundri College for Women (W),B.A. (Hons.) Sanskrit,7,0,0,0,0,12,2
736,Mata Sundri College for Women (W),B.Com,0,0,0,0,0,0,6
737,Mata Sundri College for Women (W),B.Com (Hons.),0,0,0,0,0,9,9
738,Mata Sundri College for Women (W),B.Sc (Hons.) Mathematics,3,0,0,0,0,30,3
739,Mata Sundri College for Women (W),B.Sc (Hons.) Computer Science,0,0,0,0,0,18,3
740,Mata Sundri College for Women (W),B.Sc (Hons.) Statistics,0,0,0,0,0,15,3
741,Mata Sundri College for Women (W),Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,13,2
742,Mata Sundri College for Women (W),B.A Program (Punjabi + Political Science),0,0,0,0,0,10,1
743,Mata Sundri College for Women (W),B.A Program (Economics + History),1,0,0,0,0,5,1
744,Mata Sundri College for Women (W),B.A Program (Economics + Mathematics),2,0,0,0,0,8,1
745,Mata Sundri College for Women (W),B.A Program (Economics + Political Science),0,0,0,0,0,10,2
746,Mata Sundri College for Women (W),B.A Program (Economics + Psychology),0,0,0,0,0,3,1
747,Mata Sundri College for Women (W),B.A Program (History + Political Science),1,0,0,0,0,14,2
748,Mata Sundri College for Women (W),B.A Program (Music + Political Science),1,0,0,0,0,4,1
749,Mata Sundri College for Women (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,9,1
750,Mata Sundri College for Women (W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
751,Mata Sundri College for Women (W),B.A Program (Computer Applications + Mathematics),1,0,0,0,0,5,1
752,Mata Sundri College for Women (W),B.A Program (Office Management & Secretarial Practice (OMSP) + English),1,0,0,0,0,7,1
753,Mata Sundri College for Women (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),2,0,0,0,0,3,2
754,Mata Sundri College for Women (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),0,0,0,0,0,4,1
755,Mata Sundri College for Women (W),B.A Program (English + History),0,0,0,0,0,2,1
756,Mata Sundri College for Women (W),B.A Program (English + Political Science),0,0,0,0,0,0,0
757,Miranda House (W),B.A. (Hons.) English,0,0,0,0,0,0,0
758,Miranda House (W),B.A. (Hons.) Hindi,0,0,0,2,0,0,0
759,Miranda House (W),B.A. (Hons.) Economics,1,0,0,0,0,0,4
760,Miranda House (W),B.A. (Hons.) History,1,0,0,0,0,0,0
761,Miranda House (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
762,Miranda House (W),B.A. (Hons.) Sanskrit,0,4,1,3,2,0,2
763,Miranda House (W),B.A. (Hons.) Geography,0,0,0,0,0,0,0
764,Miranda House (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,0
765,Miranda House (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,0
766,Miranda House (W),B.A. (Hons.) Bengali,2,1,0,1,1,0,0
767,Miranda House (W),B.Sc (Prog.) Life Science,2,1,0,1,1,0,0
768,Miranda House (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,0,0,0,0,0,0,1
769,Miranda House (W),B.Sc (Hons.) Physics,1,1,0,0,1,0,3
770,Miranda House (W),B.Sc (Hons.) Chemistry,1,0,1,0,0,0,4
771,Miranda House (W),B.Sc (Hons.) Botany,0,1,0,0,1,0,0
772,Miranda House (W),B.Sc (Hons.) Zoology,2,2,0,1,0,0,0
773,Miranda House (W),B.Sc (Hons.) Mathematics,0,1,0,0,1,0,2
774,Miranda House (W),Bachelor of Elementary Education (B.El.Ed.),4,0,0,0,0,0,0
775,Miranda House (W),B.A Program (Bengali + Political Science),0,0,0,0,0,0,0
776,Miranda House (W),B.A Program (English + Economics),0,0,0,0,0,0,0
777,Miranda House (W),B.A Program (English + History),0,1,0,0,0,0,0
778,Miranda House (W),B.A Program (English + Political Science),0,0,0,0,0,0,0
779,Miranda House (W),B.A Program (Hindi + History),0,0,0,0,0,0,0
780,Miranda House (W),B.A Program (Hindi + Political Science),0,0,0,0,0,0,0
781,Miranda House (W),B.A Program (Sanskrit + Geography),0,0,0,0,0,0,0
782,Miranda House (W),B.A Program (Sanskrit + History),0,0,0,0,0,0,0
783,Miranda House (W),B.A Program (Sanskrit + Political Science),0,1,0,1,0,0,1
784,Miranda House (W),B.A Program (Economics + Geography),0,0,0,0,0,0,0
785,Miranda House (W),B.A Program (Economics + History),1,0,0,0,0,0,0
786,Miranda House (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
787,Miranda House (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,0
788,Miranda House (W),B.A Program (Geography + History),0,0,0,0,0,0,1
789,Miranda House (W),B.A Program (Geography + Mathematics),0,0,0,0,0,0,0
790,Miranda House (W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
791,Miranda House (W),B.A Program (History + Philosophy),0,0,0,0,0,0,0
792,Miranda House (W),B.A Program (History + Physical Education),0,0,0,0,0,0,0
793,Miranda House (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
794,Miranda House (W),B.A Program (History + Sociology),0,0,0,0,0,0,0
795,Miranda House (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
796,Miranda House (W),B.A Program (Physical Education + Political Science),0,0,0,0,0,0,0
797,Miranda House (W),B.A Program (Political Science + Sociology),0,0,0,0,0,0,0
798,Miranda House (W),B.A Program (Tamil + Political Science),0,0,0,0,1,0,0
799,Miranda House (W),B.A Program (Punjabi + History),0,0,1,0,0,0,0
800,Miranda House (W),B.A Program (Bengali + Geography),0,1,0,0,0,0,0
801,Miranda House (W),B.A Program (English + Philosophy),0,0,0,0,0,0,0
802,Miranda House (W),B.A Program (Geography + English),0,0,0,0,0,0,0
803,Miranda House (W),B.A Program (Geography + Sociology),0,0,0,0,0,0,0
804,Motilal Nehru College,B.Com,2,0,0,7,0,0,10
805,Motilal Nehru College,B.Com (Hons.),1,1,0,0,0,0,9
806,Motilal Nehru College,B.Sc (Prog.) Physical Science with Chemistry,14,6,9,6,0,0,4
807,Motilal Nehru College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,2,3,0,2,0,0,2
808,Motilal Nehru College,B.Sc (Hons.) Physics,17,9,2,6,4,0,4
809,Motilal Nehru College,B.Sc (Hons.) Mathematics,8,3,3,3,5,0,4
810,Motilal Nehru College,B.A. (Hons.) English,1,0,0,0,0,0,2
811,Motilal Nehru College,B.A. (Hons.) Hindi,1,7,1,3,3,0,2
812,Motilal Nehru College,B.A. (Hons.) Economics,0,0,0,3,0,0,2
813,Motilal Nehru College,B.A. (Hons.) Political Science,2,0,0,0,0,0,0
814,Motilal Nehru College,B.A. (Hons.) History,1,0,0,0,0,0,0
815,Motilal Nehru College,B.A. (Hons.) Sanskrit,12,16,8,4,4,0,3
816,Motilal Nehru College,B.Sc (Hons.) Chemistry,2,7,1,2,1,0,2
817,Motilal Nehru College,B.A Program (English + Political Science),0,0,0,0,0,0,1
818,Motilal Nehru College,B.A Program (English + History),0,0,0,0,0,0,1
819,Motilal Nehru College,B.A Program (English + Mathematics),1,1,0,1,0,0,0
820,Motilal Nehru College,B.A Program (History + Political Science),0,3,0,0,0,0,0
821,Motilal Nehru College,B.A Program (Economics + Political Science),0,0,0,0,1,0,2
822,Motilal Nehru College,B.A Program (Economics + History),0,0,0,0,0,0,1
823,Motilal Nehru College,B.A Program (Economics + Mathematics),2,2,0,2,1,0,1
824,Motilal Nehru College,B.A Program (English + Economics),1,0,0,0,0,0,1
825,Motilal Nehru College,B.A Program (Hindi + Political Science),0,0,0,0,1,0,0
826,Motilal Nehru College,B.A Program (Hindi + History),1,0,0,0,0,0,1
827,Motilal Nehru College,B.A Program (Sanskrit + Political Science),0,4,1,2,3,0,1
828,Motilal Nehru College,B.A Program (Sanskrit + History),2,4,3,2,3,0,1
829,Motilal Nehru College (Evening),B.A. (Hons.) English,2,1,0,0,1,0,2
830,Motilal Nehru College (Evening),B.A. (Hons.) Hindi,1,11,5,3,4,0,2
831,Motilal Nehru College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
832,Motilal Nehru College (Evening),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
833,Motilal Nehru College (Evening),B.Com,0,0,0,6,0,0,6
834,Motilal Nehru College (Evening),B.Com (Hons.),0,0,0,5,0,0,4
835,Motilal Nehru College (Evening),B.A Program (English + Economics),2,2,1,1,2,0,3
836,Motilal Nehru College (Evening),B.A Program (English + History),1,3,0,0,2,0,2
837,Motilal Nehru College (Evening),B.A Program (English + Mathematics),3,3,1,1,1,0,1
838,Motilal Nehru College (Evening),B.A Program (English + Political Science),10,3,0,0,4,0,3
839,Motilal Nehru College (Evening),B.A Program (Hindi + History),1,0,0,1,2,0,1
840,Motilal Nehru College (Evening),B.A Program (Hindi + Physical Education),0,2,0,0,1,0,1
841,Motilal Nehru College (Evening),B.A Program (Hindi + Political Science),1,0,0,1,1,0,1
842,Motilal Nehru College (Evening),B.A Program (Economics + Mathematics),0,1,2,1,0,0,1
843,Motilal Nehru College (Evening),B.A Program (Economics + Political Science),0,2,0,0,1,0,3
844,Motilal Nehru College (Evening),B.A Program (History + Political Science),0,3,0,2,4,0,4
845,Motilal Nehru College (Evening),B.A Program (Physical Education + Political Science),1,0,2,0,2,0,0
846,Motilal Nehru College (Evening),B.A Program (Sanskrit + Political Science),1,4,2,1,2,0,1
847,Motilal Nehru College (Evening),B.A Program (Sanskrit + History),4,3,2,1,2,0,1
848,Motilal Nehru College (Evening),B.A Program (Economics + History),0,0,0,1,0,0,0
849,P.G.D.A.V. College,B.A. (Hons.) Economics,0,1,2,4,0,0,2
850,P.G.D.A.V. College,B.A. (Hons.) English,0,0,0,1,0,0,3
851,P.G.D.A.V. College,B.A. (Hons.) Hindi,0,18,9,6,8,0,4
852,P.G.D.A.V. College,B.A. (Hons.) History,1,1,0,1,1,0,2
853,P.G.D.A.V. College,B.A. (Hons.) Political Science,2,0,0,0,5,0,3
854,P.G.D.A.V. College,B.A. (Hons.) Sanskrit,12,9,7,4,5,0,2
855,P.G.D.A.V. College,B.Com,9,0,0,18,0,0,17
856,P.G.D.A.V. College,B.Com (Hons.),3,1,0,8,1,0,12
857,P.G.D.A.V. College,B.Sc (Hons.) Computer Science,1,2,0,2,0,0,3
858,P.G.D.A.V. College,B.Sc (Hons.) Mathematics,4,5,3,4,1,0,2
859,P.G.D.A.V. College,B.Sc (Hons.) Statistics,1,0,0,2,0,0,2
860,P.G.D.A.V. College,B.Sc (Prog.) Mathematical Sciences,6,2,1,3,0,0,3
861,P.G.D.A.V. College,B.A Program (English + History),1,0,0,0,0,0,1
862,P.G.D.A.V. College,B.A Program (English + Political Science),1,0,0,1,0,0,0
863,P.G.D.A.V. College,B.A Program (Hindi + History),0,0,0,0,0,0,1
864,P.G.D.A.V. College,B.A Program (Hindi + Political Science),0,0,0,0,0,0,0
865,P.G.D.A.V. College,B.A Program (Sanskrit + History),1,0,0,1,1,0,0
866,P.G.D.A.V. College,B.A Program (Sanskrit + Political Science),0,2,2,1,1,0,1
867,P.G.D.A.V. College,B.A Program (Accounting and Finance + Economics),1,0,0,0,0,0,1
868,P.G.D.A.V. College,B.A Program (Computer Applications + Economics),0,0,1,0,0,0,0
869,P.G.D.A.V. College,B.A Program (Computer Applications + Mathematics),0,0,0,0,1,0,0
870,P.G.D.A.V. College,B.A Program (Economics + Entrepreneurship and Small Business (ESB)),1,0,0,0,0,0,0
871,P.G.D.A.V. College,B.A Program (Economics + Mathematics),0,1,0,0,0,0,0
872,P.G.D.A.V. College,B.A Program (Economics + Political Science),0,0,0,1,0,0,1
873,P.G.D.A.V. College,B.A Program (History + Political Science),2,1,1,1,2,0,1
874,P.G.D.A.V. College,B.A Program (Physical Education + Political Science),0,0,0,0,1,0,1
875,P.G.D.A.V. College (Evening),B.Com,4,0,0,16,0,0,11
876,P.G.D.A.V. College (Evening),B.Com (Hons.),2,0,0,7,0,0,4
877,P.G.D.A.V. College (Evening),B.A. (Hons.) Hindi,0,10,6,3,4,0,2
878,P.G.D.A.V. College (Evening),B.A. (Hons.) Political Science,0,2,0,0,3,0,3
879,P.G.D.A.V. College (Evening),B.Sc (Hons.) Mathematics,7,2,3,3,3,0,2
880,P.G.D.A.V. College (Evening),B.A. (Hons.) Sanskrit,21,13,9,4,6,0,3
881,P.G.D.A.V. College (Evening),B.A Program (English + Economics),0,2,0,1,0,0,1
882,P.G.D.A.V. College (Evening),B.A Program (English + History),3,2,0,2,3,0,1
883,P.G.D.A.V. College (Evening),B.A Program (English + Mathematics),4,0,1,1,1,0,1
884,P.G.D.A.V. College (Evening),B.A Program (English + Political Science),2,1,0,0,1,0,1
885,P.G.D.A.V. College (Evening),B.A Program (Hindi + History),3,4,0,2,2,0,1
886,P.G.D.A.V. College (Evening),B.A Program (Hindi + Political Science),1,0,0,2,2,0,1
887,P.G.D.A.V. College (Evening),B.A Program (Commerce + Economics),1,3,0,3,1,0,2
888,P.G.D.A.V. College (Evening),B.A Program (Economics + History),8,5,1,1,2,0,1
889,P.G.D.A.V. College (Evening),B.A Program (Economics + Mathematics),8,2,2,2,3,0,1
890,P.G.D.A.V. College (Evening),B.A Program (Economics + Political Science),0,2,0,2,3,0,2
891,P.G.D.A.V. College (Evening),B.A Program (History + Political Science),0,3,0,1,4,0,3
892,P.G.D.A.V. College (Evening),B.A Program (Physical Education + History),0,0,0,0,0,0,0
893,P.G.D.A.V. College (Evening),B.A Program (Physical Education + Political Science),0,0,0,1,1,0,1
894,Rajdhani College,B.A. (Hons.) English,2,0,0,0,1,0,3
895,Rajdhani College,B.A. (Hons.) Hindi,0,12,6,4,6,0,3
896,Rajdhani College,B.A. (Hons.) Sanskrit,14,13,7,4,6,0,3
897,Rajdhani College,B.A. (Hons.) History,2,1,0,1,3,0,3
898,Rajdhani College,B.A. (Hons.) Economics,1,1,0,4,0,0,3
899,Rajdhani College,B.A. (Hons.) Political Science,2,0,0,0,2,0,0
900,Rajdhani College,B.Com (Hons.),1,0,0,7,1,0,7
901,Rajdhani College,B.Sc (Hons.) Chemistry,4,5,3,5,1,0,4
902,Rajdhani College,B.Sc (Hons.) Electronics,3,5,0,3,0,0,2
903,Rajdhani College,B.Sc (Hons.) Physics,11,5,8,5,7,0,4
904,Rajdhani College,B.Sc (Hons.) Mathematics,10,10,2,6,0,0,4
905,Rajdhani College,B.Sc (Prog.) Physical Science with Chemistry,7,6,1,4,6,0,2
906,Rajdhani College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,3,6,3,4,1,0,3
907,Rajdhani College,B.Sc (Prog.) Physical Science with Electronics,5,4,5,3,2,0,2
908,Rajdhani College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,10,9,2,3,2,0,2
909,Rajdhani College,B.A Program (English + History),1,0,0,0,0,0,0
910,Rajdhani College,B.A Program (English + Linguistics),1,2,0,1,0,0,1
911,Rajdhani College,B.A Program (Hindi + History),0,0,0,0,0,0,0
912,Rajdhani College,B.A Program (Hindi + Political Science),1,0,0,0,2,0,0
913,Rajdhani College,B.A Program (Sanskrit + History),0,6,3,2,2,0,1
914,Rajdhani College,B.A Program (Sanskrit + Political Science),0,3,2,1,1,0,1
915,Rajdhani College,B.A Program (Economics + History),0,1,0,0,1,0,1
916,Rajdhani College,B.A Program (Economics + Mathematics),0,5,1,2,1,0,1
917,Rajdhani College,B.A Program (Economics + Political Science),1,0,0,0,0,0,1
918,Rajdhani College,B.A Program (History + Political Science),0,0,0,0,1,0,0
919,Rajdhani College,B.A Program (Linguistics + Political Science),0,0,0,1,0,0,1
920,Ram Lal Anand College,B.A. (Hons.) English,2,0,0,0,1,0,4
921,Ram Lal Anand College,B.A. (Hons.) Hindi,1,21,12,6,8,0,4
922,Ram Lal Anand College,B.A. (Hons.) Hindi Patrakarita,0,2,0,2,0,0,1
923,Ram Lal Anand College,B.A. (Hons.) History,2,1,0,0,0,0,3
924,Ram Lal Anand College,B.A. (Hons.) Political Science,1,3,0,0,0,0,4
925,Ram Lal Anand College,B.Com,3,0,0,1,0,0,5
926,Ram Lal Anand College,B.Com (Hons.),0,1,0,0,0,0,3
927,Ram Lal Anand College,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,2
928,Ram Lal Anand College,B.Sc (Hons.) Geology,1,0,1,1,0,0,2
929,Ram Lal Anand College,B.Sc (Hons.) Microbiology,1,0,0,0,1,0,0
930,Ram Lal Anand College,B.Sc (Hons.) Statistics,1,0,0,1,0,0,2
931,Ram Lal Anand College,B.Sc (Hons.) Mathematics,5,3,2,4,3,0,3
932,Ram Lal Anand College,Bachelor of Management Studies (BMS),4,0,0,3,0,0,3
933,Ram Lal Anand College,B.A Program (Computer Applications + Economics),2,0,0,0,0,0,1
934,Ram Lal Anand College,B.A Program (Economics + Mathematics),1,3,0,2,0,0,1
935,Ram Lal Anand College,B.A Program (History + Political Science),0,0,0,0,0,0,3
936,Ramanujan College,B.Com (Hons.),0,0,0,0,0,0,9
937,Ramanujan College,B.Com,0,0,0,1,0,0,5
938,Ramanujan College,B.A. (Hons.) English,3,1,0,0,2,0,3
939,Ramanujan College,B.A. (Hons.) Hindi,1,15,8,5,7,0,3
940,Ramanujan College,B.A. (Hons.) Political Science,3,1,0,0,0,0,2
941,Ramanujan College,B.Sc (Hons.) Statistics,1,0,0,2,1,0,3
942,Ramanujan College,B.Sc (Hons.) Mathematics,3,3,2,4,1,0,3
943,Ramanujan College,B.Sc (Hons.) Computer Science,2,0,0,0,0,0,3
944,Ramanujan College,B.A. (Hons.) Applied Psychology,1,0,0,1,0,0,0
945,Ramanujan College,B.A. (Hons.) Philosophy,2,5,2,2,1,0,3
946,Ramanujan College,B.A. (Hons.) Economics,3,1,0,3,0,0,3
947,Ramanujan College,Bachelor of Management Studies (BMS),5,0,1,3,0,0,3
948,Ramanujan College,"B.Voc. Banking, Financial Services and Insurance",0,2,0,0,1,0,2
