S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
297,Dr. Bhim Rao Ambedkar College,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),0,1,0,1,1,0,0
298,Dyal Singh College,B.A. (Hons.) Hindi,3,16,8,6,7,0,4
299,Dyal Singh College,B.A. (Hons.) Economics,1,3,0,6,0,0,4
300,Dyal Singh College,B.A. (Hons.) History,0,1,0,0,0,0,4
301,Dyal Singh College,B.A. (Hons.) Political Science,1,0,0,0,0,0,3
302,Dyal Singh College,B.A. (Hons.) Geography,1,0,0,0,0,0,1
303,Dyal Singh College,B.A. (Hons.) English,0,0,1,1,0,0,4
304,Dyal Singh College,B.Com,4,2,0,0,0,0,12
305,Dyal Singh College,B.Com (Hons.),1,0,0,0,2,0,9
306,Dyal Singh College,B.Sc (Hons.) Mathematics,5,6,2,6,2,0,6
307,Dyal Singh College,B.Sc (Hons.) Botany,1,1,0,0,0,0,2
308,Dyal Singh College,B.Sc (Hons.) Chemistry,3,3,3,2,1,0,2
309,Dyal Singh College,B.Sc (Hons.) Physics,6,7,4,6,1,0,4
310,Dyal Singh College,B.Sc (Hons.) Zoology,1,1,0,0,1,0,2
311,Dyal Singh College,B.Sc (Prog.) Physical Science with Chemistry,14,16,16,11,5,0,8
312,Dyal Singh College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,4,4,5,1,0,4
313,Dyal Singh College,B.Sc (Prog.) Life Science,3,3,0,2,3,0,4
314,Dyal Singh College,B.Sc (Hons.) Computer Science,1,3,0,0,1,0,3
315,Dyal Singh College,B.A. (Hons.) Philosophy,1,1,1,0,1,0,3
316,Dyal Singh College,B.A. (Hons.) Punjabi,18,14,8,4,6,0,3
317,Dyal Singh College,B.A. (Hons.) Urdu,9,15,9,4,5,0,3
318,Dyal Singh College,B.A. (Hons.) Sanskrit,17,12,8,4,6,0,3
319,Dyal Singh College,B.A Program (Bengali + Geography),1,1,1,0,0,0,0
320,Dyal Singh College,B.A Program (Bengali + History),1,2,1,2,2,0,1
321,Dyal Singh College,B.A Program (Bengali + Political Science),2,3,2,1,1,0,1
322,Dyal Singh College,B.A Program (English + Economics),0,0,0,0,0,0,1
323,Dyal Singh College,B.A Program (English + History),0,0,0,0,0,0,0
324,Dyal Singh College,B.A Program (English + Political Science),0,0,0,0,0,0,0
325,Dyal Singh College,B.A Program (Hindi + Geography),0,0,0,0,0,0,0
326,Dyal Singh College,B.A Program (Hindi + History),0,0,0,0,1,0,0
327,Dyal Singh College,B.A Program (Hindi + Political Science),0,0,0,1,0,0,1
328,Dyal Singh College,B.A Program (Punjabi + Economics),0,0,0,0,1,0,0
329,Dyal Singh College,B.A Program (Punjabi + History),2,1,1,1,1,0,0
330,Dyal Singh College,B.A Program (Punjabi + Political Science),0,2,0,1,1,0,1
331,Dyal Singh College,B.A Program (Sanskrit + Geography),0,1,0,0,1,0,0
332,Dyal Singh College,B.A Program (Sanskrit + History),0,0,0,1,0,0,1
333,Dyal Singh College,B.A Program (Sanskrit + Political Science),1,0,1,1,0,0,0
334,Dyal Singh College,B.A Program (Urdu + Economics),0,0,1,0,1,0,0
335,Dyal Singh College,B.A Program (Urdu + History),0,2,0,1,1,0,0
336,Dyal Singh College,B.A Program (Urdu + Political Science),1,0,1,1,0,0,1
337,Dyal Singh College,B.A Program (Commerce + Economics),2,0,0,0,0,0,1
338,Dyal Singh College,B.A Program (Economics + Geography),0,0,0,0,0,0,0
339,Dyal Singh College,B.A Program (Economics + History),0,0,0,0,0,0,0
340,Dyal Singh College,B.A Program (Economics + Mathematics),2,0,0,0,0,0,1
341,Dyal Singh College,B.A Program (Economics + Philosophy),0,1,0,0,0,0,0
342,Dyal Singh College,B.A Program (Economics + Political Science),0,0,0,0,0,0,0
343,Dyal Singh College,B.A Program (Geography + History),0,0,0,0,0,0,0
344,Dyal Singh College,B.A Program (Geography + Mathematics),0,1,1,0,0,0,1
345,Dyal Singh College,B.A Program (Geography + Political Science),0,0,0,0,0,0,0
346,Dyal Singh College,B.A Program (History + Philosophy),0,1,0,0,0,0,0
347,Dyal Singh College,B.A Program (History + Political Science),0,0,0,0,0,0,0
348,Dyal Singh College,B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
349,Dyal Singh College (Evening),B.A. (Hons.) English,3,5,0,2,1,0,5
350,Dyal Singh College (Evening),B.A. (Hons.) Political Science,0,0,0,1,0,0,5
351,Dyal Singh College (Evening),B.Com,0,0,0,10,0,0,10
352,Dyal Singh College (Evening),B.Com (Hons.),0,0,0,1,0,0,4
353,Dyal Singh College (Evening),B.A Program (Computer Applications + Economics),0,7,0,3,1,0,3
354,Dyal Singh College (Evening),B.A Program (Human Resource Management (HRM) + Economics),0,0,0,2,0,0,3
355,Dyal Singh College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
356,Dyal Singh College (Evening),B.A Program (Entrepreneurship and Small Business (ESB) + History),1,0,0,1,0,0,2
357,Dyal Singh College (Evening),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),4,0,0,0,3,0,1
358,Dyal Singh College (Evening),B.A Program (Economics + Political Science),0,0,0,1,0,0,1
359,Dyal Singh College (Evening),B.A Program (History + Political Science),0,0,0,0,0,0,2
360,Dyal Singh College (Evening),B.A Program (Tamil + Political Science),6,8,5,2,3,0,2
361,Dyal Singh College (Evening),B.A Program (Punjabi + History),6,8,4,3,3,0,1
362,Dyal Singh College (Evening),B.A Program (Sanskrit + History),5,4,5,3,3,0,1
363,Dyal Singh College (Evening),B.A Program (Urdu + History),0,4,5,2,3,0,2
364,Dyal Singh College (Evening),B.A Program (Economics + Mathematics),0,2,4,4,1,0,3
365,Gargi College (W),B.A. (Hons.) Applied Psychology,0,0,0,0,0,0,0
366,Gargi College (W),B.A. (Hons.) English,2,0,0,0,1,0,2
367,Gargi College (W),B.A. (Hons.) Hindi,0,8,2,4,4,0,3
368,Gargi College (W),B.A. (Hons.) History,1,0,0,0,0,0,2
369,Gargi College (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
370,Gargi College (W),B.A. (Hons.) Political Science,0,0,0,1,0,0,0
371,Gargi College (W),B.A. (Hons.) Sanskrit,3,13,6,3,4,0,2
372,Gargi College (W),B.Com,0,0,0,0,0,0,11
373,Gargi College (W),B.Com (Hons.),0,0,0,0,0,0,6
374,Gargi College (W),B.Sc (Hons.) Botany,2,1,1,0,0,0,4
375,Gargi College (W),B.Sc (Hons.) Chemistry,0,0,2,2,0,0,2
376,Gargi College (W),B.Sc (Hons.) Microbiology,2,0,0,1,0,0,0
377,Gargi College (W),B.Sc (Hons.) Mathematics,1,0,1,2,0,0,3
378,Gargi College (W),B.Sc (Hons.) Physics,2,0,1,3,0,0,2
379,Gargi College (W),B.Sc (Hons.) Zoology,2,0,0,0,1,0,2
380,Gargi College (W),B.Sc (Prog.) Life Science,1,1,0,1,1,0,5
381,Gargi College (W),B.Sc (Prog.) Physical Science with Chemistry,3,3,0,5,1,0,4
382,Gargi College (W),B.A. (Hons.) Economics,1,1,0,1,0,0,3
383,Gargi College (W),B.A. (Hons.) Business Economics,1,0,0,3,0,0,3
384,Gargi College (W),Bachelor of Elementary Education (B.El.Ed.),2,0,0,0,1,0,1
385,Gargi College (W),B.A Program (English + German),1,0,0,1,0,0,1
386,Gargi College (W),B.A Program (English + History),0,0,0,0,0,0,0
387,Gargi College (W),B.A Program (English + Philosophy),0,0,0,0,0,0,0
388,Gargi College (W),B.A Program (English + Psychology),0,0,0,0,0,0,0
389,Gargi College (W),B.A Program (German + History),0,0,0,0,1,0,0
390,Gargi College (W),B.A Program (German + Political Science),0,1,0,0,0,0,1
391,Gargi College (W),B.A Program (Hindi + History),0,0,0,0,0,0,1
392,Gargi College (W),B.A Program (Hindi + Political Science),0,1,0,0,0,0,0
393,Gargi College (W),B.A Program (Computer Applications + Economics),0,0,0,0,0,0,0
394,Gargi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),0,0,0,0,0,0,0
395,Gargi College (W),B.A Program (Computer Applications + Mathematics),2,1,0,0,0,0,0
396,Gargi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),0,0,0,0,0,0,1
397,Gargi College (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
398,Gargi College (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,1
399,Gargi College (W),B.A Program (Economics + Psychology),0,0,0,0,0,0,1
400,Gargi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),0,0,0,0,1,0,0
401,Gargi College (W),B.A Program (History + Philosophy),0,1,0,0,0,0,0
402,Gargi College (W),B.A Program (History + Political Science),0,0,0,0,0,0,2
403,Gargi College (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,0,1
404,Gargi College (W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
405,Hansraj College,B.A. (Hons.) Economics,1,0,0,1,0,0,1
406,Hansraj College,B.A. (Hons.) English,1,1,0,0,0,0,0
407,Hansraj College,B.A. (Hons.) Hindi,0,0,0,4,0,0,0
408,Hansraj College,B.A. (Hons.) History,0,0,0,0,0,0,0
409,Hansraj College,B.A. (Hons.) Sanskrit,0,1,5,3,2,0,2
410,Hansraj College,B.Com (Hons.),1,1,0,0,0,0,0
411,Hansraj College,B.Sc (Prog.) Life Science,2,0,0,0,0,0,1
412,Hansraj College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,0,0,0,1
413,Hansraj College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,0,0,0,0,0,2
414,Hansraj College,B.Sc (Hons.) Anthropology,4,0,0,0,0,0,1
415,Hansraj College,B.Sc (Hons.) Botany,1,2,1,0,2,0,2
416,Hansraj College,B.Sc (Hons.) Chemistry,1,1,0,0,0,0,4
417,Hansraj College,B.Sc (Hons.) Computer Science,0,0,0,0,0,0,0
418,Hansraj College,B.Sc (Hons.) Electronics,3,0,0,0,0,0,2
419,Hansraj College,B.Sc (Hons.) Geology,1,2,0,0,0,0,0
420,Hansraj College,B.Sc (Hons.) Mathematics,1,1,0,0,1,0,0
421,Hansraj College,B.Sc (Hons.) Physics,5,3,1,0,2,0,3
422,Hansraj College,B.Sc (Hons.) Zoology,1,1,1,2,0,0,0
423,Hansraj College,B.A Program (Economics + History),0,0,0,0,0,0,0
424,Hansraj College,B.A Program (Commerce + Economics),0,1,0,0,0,0,0
425,Hansraj College,B.A. (Hons.) Philosophy,2,0,0,0,0,0,0
426,Hansraj College,B.A Program (Hindi + Physical Education),3,0,1,1,0,0,0
427,Hansraj College,B.A Program (Philosophy + Physical Education),1,0,0,1,0,0,0
428,Hansraj College,B.A Program (Sanskrit + Philosophy),2,0,0,4,0,0,3
429,Hindu College,B.A. (Hons.) English,0,0,0,0,0,0,0
430,Hindu College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
431,Hindu College,B.A. (Hons.) Hindi,0,0,0,0,0,0,0
432,Hindu College,B.A. (Hons.) History,0,0,0,0,0,0,0
433,Hindu College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
434,Hindu College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
435,Hindu College,B.A. (Hons.) Sociology,0,0,0,0,0,0,0
436,Hindu College,B.A. (Hons.) Philosophy,0,0,0,0,0,0,0
437,Hindu College,B.Com (Hons.),0,0,0,0,0,0,0
438,Hindu College,B.Sc (Hons.) Physics,4,1,0,0,1,0,3
439,Hindu College,B.Sc (Hons.) Chemistry,0,1,1,0,1,0,3
440,Hindu College,B.Sc (Hons.) Botany,3,1,0,0,0,0,0
441,Hindu College,B.Sc (Hons.) Zoology,2,2,0,0,1,0,1
442,Hindu College,B.Sc (Hons.) Mathematics,0,1,0,0,1,0,0
443,Hindu College,B.Sc (Hons.) Statistics,0,0,0,0,0,0,1
444,Hindu College,B.Sc (Prog.) Physical Science with Electronics,0,0,0,0,1,0,2
445,Hindu College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,1,0,0,3
446,Hindu College,B.A Program (English + Economics),0,0,0,0,0,0,1
447,Hindu College,B.A Program (Hindi + Philosophy),0,0,0,0,0,0,0
448,Hindu College,B.A Program (Sanskrit + Political Science),0,0,0,0,0,0,0
449,Hindu College (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W) (W),B.A Program (Commerce + Computer Applications),0,0,0,1,1,0,1
450,Institute of Home Economics (W),B.Sc (Pass) Home Science,45,51,23,18,23,0,14
451,Institute of Home Economics (W),B.Sc (Hons.) Home Science,25,21,12,2,9,0,6
452,Institute of Home Economics (W),B.Sc (Hons.) Microbiology,0,0,2,0,0,0,2
453,Institute of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,0,2,0,1,0,0,2
454,Institute of Home Economics (W),B.A. (Hons.) Journalism,4,3,1,0,0,0,3
455,Institute of Home Economics (W),B.Sc (Hons.) Food Technology,4,0,1,0,1,0,2
456,Institute of Home Economics (W),Bachelor of Elementary Education (B.El.Ed.),0,1,0,4,1,0,3
457,Janki Devi Memorial College (W),B.Com,0,0,0,8,0,0,6
458,Janki Devi Memorial College (W),B.Com (Hons.),8,2,0,12,0,0,9
459,Janki Devi Memorial College (W),B.A. (Hons.) Economics,2,3,2,5,0,0,3
460,Janki Devi Memorial College (W),B.A. (Hons.) English,4,1,0,2,1,0,3
461,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,5,14,8,4,6,0,3
462,Janki Devi Memorial College (W),B.A. (Hons.) History,1,7,1,3,5,0,5
463,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,11,18,9,9,4,0,6
464,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,1,7,2,3,2,0,2
465,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,0,1,0,0,3,0,6
466,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,12,10,6,3,4,0,2
467,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,5,2,1,3,1,0,3
468,Janki Devi Memorial College (W),B.A Program (English + Economics),1,0,0,0,0,0,1
469,Janki Devi Memorial College (W),B.A Program (English + History),0,0,0,0,0,0,0
470,Janki Devi Memorial College (W),B.A Program (English + Philosophy),0,1,0,0,0,0,0
471,Janki Devi Memorial College (W),B.A Program (Hindi + History),0,0,0,1,1,0,1
472,Janki Devi Memorial College (W),B.A Program (Hindi + Music),2,1,0,1,1,0,0
473,Janki Devi Memorial College (W),B.A Program (Sanskrit + History),0,1,1,1,1,0,0
474,Janki Devi Memorial College (W),B.A Program (Sanskrit + HDFE),1,1,1,0,0,0,0
475,Janki Devi Memorial College (W),B.A Program (Sanskrit + Music),2,1,1,1,1,0,0
476,Janki Devi Memorial College (W),B.A Program (Sanskrit + Philosophy),0,1,1,0,1,0,0
477,Janki Devi Memorial College (W),B.A Program (Sanskrit + Political Science),0,2,1,1,1,0,0
478,Janki Devi Memorial College (W),B.A Program (Economics + History),4,0,0,1,0,0,1
479,Janki Devi Memorial College (W),B.A Program (Economics + HDFE),0,1,2,1,0,0,0
480,Janki Devi Memorial College (W),B.A Program (Economics + Mathematics),1,1,2,1,1,0,1
481,Janki Devi Memorial College (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,1
482,Janki Devi Memorial College (W),B.A Program (History + Music),1,0,1,1,1,0,0
483,Janki Devi Memorial College (W),B.A Program (History + Philosophy),0,0,0,1,1,0,0
484,Janki Devi Memorial College (W),B.A Program (History + Political Science),1,0,0,1,5,0,4
485,Janki Devi Memorial College (W),B.A Program (Music + Political Science),0,1,1,1,1,0,0
486,Janki Devi Memorial College (W),B.A Program (Philosophy + Political Science),0,2,0,0,1,0,1
487,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),1,0,2,2,2,0,1
488,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),1,1,1,1,1,0,1
489,Janki Devi Memorial College (W),B.A Program (Hindi + Political Science),0,1,0,1,0,0,1
490,Janki Devi Memorial College (W),B.A Program (English + Mathematics),1,0,0,1,1,0,0
491,Janki Devi Memorial College (W),B.A Program (Economics + Music),0,1,0,1,1,0,0
492,Janki Devi Memorial College (W),B.A Program (Economics + Philosophy),0,0,0,1,0,0,0
493,Janki Devi Memorial College (W),B.A Program (Music + Philosophy),0,0,0,1,1,0,0
494,Jesus & Mary College (W),B.A. (Hons.) English,1,0,0,0,0,0,4
495,Jesus & Mary College (W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
496,Jesus & Mary College (W),B.A. (Hons.) Hindi,0,0,0,0,0,0,3
497,Jesus & Mary College (W),B.A. (Hons.) History,2,0,0,0,0,0,2
498,Jesus & Mary College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
499,Jesus & Mary College (W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
500,Jesus & Mary College (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,3
501,Jesus & Mary College (W),B.Com,0,0,0,0,0,0,3
502,Jesus & Mary College (W),B.Com (Hons.),1,0,0,0,0,0,4
503,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,1,0,0,0,0,0,3
504,Jesus & Mary College (W),Bachelor of Elementary Education (B.El.Ed.),1,0,0,0,0,0,3
505,Jesus & Mary College (W),B.Voc Retail Management and IT,0,0,0,0,0,0,3
506,Jesus & Mary College (W),B.Voc Health Care Management,4,0,0,0,0,0,3
507,Jesus & Mary College (W),B.A Program (English + French),0,0,0,0,0,0,1
508,Jesus & Mary College (W),B.A Program (English + History),0,0,0,0,0,0,1
509,Jesus & Mary College (W),B.A Program (French + Philosophy),0,0,0,0,0,0,1
510,Jesus & Mary College (W),B.A Program (Spanish + History),2,0,0,0,0,0,1
511,Jesus & Mary College (W),"B.A Program (Spanish + Advertising, Sales Promotion and Sales Management (ASPSM))",1,0,0,0,0,0,1
512,Jesus & Mary College (W),B.A Program (Computer Applications + Mathematics),1,0,0,0,0,0,1
513,Jesus & Mary College (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,1
514,Jesus & Mary College (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
515,Jesus & Mary College (W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,1
516,Jesus & Mary College (W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
517,Jesus & Mary College (W),B.A Program (Political Science + Sociology),1,0,0,0,0,0,0
518,Jesus & Mary College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",0,0,0,0,0,0,1
519,Jesus & Mary College (W),B.A Program (Computer Applications + Economics),0,0,0,0,0,0,1
520,Jesus & Mary College (W),B.A Program (Economics + Human Resource Management (HRM)),0,0,0,0,0,0,1
521,Jesus & Mary College (W),B.A Program (English + Sociology),0,0,0,0,0,0,0
522,Jesus & Mary College (W),B.A Program (English + Philosophy),0,0,0,0,0,0,1
523,Jesus & Mary College (W),B.A Program (Human Resource Management (HRM) + Psychology),0,0,0,0,0,0,0
524,Kalindi College (W),B.Sc (Hons.) Botany,2,5,1,2,0,0,1
525,Kalindi College (W),B.Sc (Hons.) Zoology,1,2,0,1,1,0,2
526,Kalindi College (W),B.Com,4,2,0,8,1,0,5
527,Kalindi College (W),B.Com (Hons.),1,1,1,4,0,0,3
528,Kalindi College (W),B.A. (Hons.) Economics,3,3,4,6,5,0,4
529,Kalindi College (W),B.A. (Hons.) English,3,8,0,1,5,0,4
530,Kalindi College (W),B.A. (Hons.) Hindi,8,20,11,6,8,0,4
531,Kalindi College (W),B.A. (Hons.) History,2,2,1,4,6,0,4
532,Kalindi College (W),B.A. (Hons.) Journalism,2,2,1,1,2,0,3
533,Kalindi College (W),B.A. (Hons.) Political Science,3,3,0,3,6,0,8
534,Kalindi College (W),B.A. (Hons.) Sanskrit,25,21,12,6,8,0,4
535,Kalindi College (W),B.Sc (Prog.) Life Science,6,10,1,3,3,0,4
536,Kalindi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,8,5,4,3,0,3
537,Kalindi College (W),B.Sc (Hons.) Computer Science,1,3,1,4,1,0,3
538,Kalindi College (W),B.Sc (Hons.) Mathematics,2,2,2,3,1,0,2
539,Kalindi College (W),B.Sc (Hons.) Physics,8,4,1,3,2,0,2
540,Kalindi College (W),B.A. (Hons.) Geography,1,1,0,0,0,0,3
541,Kalindi College (W),B.Sc (Hons.) Chemistry,7,5,3,3,2,0,2
542,Kalindi College (W),B.A Program (Sanskrit + Buddhist Studies),3,2,1,1,1,0,0
543,Kalindi College (W),B.A Program (Sanskrit + History),5,5,2,1,1,0,0
544,Kalindi College (W),B.A Program (Sanskrit + Music),3,2,1,1,1,0,1
545,Kalindi College (W),B.A Program (Sanskrit + Political Science),4,5,2,1,1,0,0
546,Kalindi College (W),B.A Program (Buddhist Studies + Music),2,0,1,0,0,0,0
547,Kalindi College (W),B.A Program (Buddhist Studies + History),0,1,1,0,1,0,0
548,Kalindi College (W),B.A Program (Buddhist Studies + Political Science),1,1,0,1,1,0,1
549,Kalindi College (W),B.A Program (Computer Applications + Economics),3,1,1,1,0,0,1
550,Kalindi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),0,1,1,1,1,0,0
551,Kalindi College (W),B.A Program (Computer Applications + Geography),1,1,0,1,1,0,0
552,Kalindi College (W),B.A Program (Computer Applications + Mathematics),4,3,1,1,1,0,0
553,Kalindi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),1,1,0,1,0,0,0
554,Kalindi College (W),B.A Program (Economics + Geography),0,0,0,1,1,0,0
555,Kalindi College (W),B.A Program (Economics + History),1,2,1,1,2,0,1
556,Kalindi College (W),B.A Program (Economics + Mathematics),0,1,1,1,0,0,0
557,Kalindi College (W),B.A Program (Economics + Political Science),2,2,0,1,1,0,0
558,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + History),2,0,0,0,0,0,0
559,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Geography),0,1,0,0,1,0,0
560,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),4,1,0,1,1,0,1
561,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),2,0,1,1,0,0,0
562,Kalindi College (W),B.A Program (Geography + History),0,0,0,0,0,0,0
563,Kalindi College (W),B.A Program (Geography + Mathematics),0,1,1,1,0,0,0
564,Kalindi College (W),B.A Program (Geography + Political Science),0,0,1,0,1,0,1
565,Kalindi College (W),B.A Program (History + Music),1,1,1,0,0,0,0
566,Kalindi College (W),B.A Program (History + Political Science),2,1,0,0,2,0,1
567,Kalindi College (W),B.A Program (Music + Political Science),2,2,0,1,1,0,0
568,Kamala Nehru College (W),B.Com,1,0,0,9,0,0,8
569,Kamala Nehru College (W),B.Com (Hons.),1,0,0,0,0,0,3
570,Kamala Nehru College (W),B.A. (Hons.) Journalism,1,1,0,0,0,0,1
571,Kamala Nehru College (W),B.A. (Hons.) English,2,0,0,0,1,0,3
572,Kamala Nehru College (W),B.A. (Hons.) Hindi,5,16,9,4,6,0,3
573,Kamala Nehru College (W),B.A. (Hons.) History,1,1,0,0,0,0,3
574,Kamala Nehru College (W),B.A. (Hons.) Economics,0,1,0,4,0,0,3
575,Kamala Nehru College (W),B.A. (Hons.) Political Science,2,3,0,0,0,0,6
576,Kamala Nehru College (W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
577,Kamala Nehru College (W),B.A. (Hons.) Psychology,1,0,0,0,0,0,0
578,Kamala Nehru College (W),B.A. (Hons.) Geography,0,0,0,0,0,0,3
579,Kamala Nehru College (W),B.Sc (Hons.) Mathematics,1,1,3,4,0,0,2
580,Kamala Nehru College (W),B.A. (Hons.) Sanskrit,5,10,6,3,4,0,2
581,Kamala Nehru College (W),B.A. (Hons.) Sociology,2,0,0,0,2,0,2
582,Kamala Nehru College (W),"B.A Program (English + Advertising, Sales Promotion and Sales Management (ASPSM))",1,1,0,0,0,0,1
583,Kamala Nehru College (W),B.A Program (English + Psychology),0,1,0,0,0,0,0
584,Kamala Nehru College (W),B.A Program (Hindi + Sanskrit),0,2,0,0,1,0,1
585,Kamala Nehru College (W),B.A Program (Sanskrit + Physical Education),1,2,1,0,0,0,0
586,Kamala Nehru College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",0,0,0,0,0,0,1
587,Kamala Nehru College (W),B.A Program (Economics + Mathematics),1,0,0,1,0,0,0
588,Kamala Nehru College (W),B.A Program (Economics + Sociology),1,0,0,0,0,0,1
589,Kamala Nehru College (W),B.A Program (Geography + History),1,0,0,0,0,0,0
590,Kamala Nehru College (W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
591,Kamala Nehru College (W),B.A Program (History + Physical Education),0,0,1,0,0,0,0
592,Kamala Nehru College (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
593,Kamala Nehru College (W),B.A Program (Human Resource Management (HRM) + Physical Education),0,0,0,1,0,0,1
594,Kamala Nehru College (W),B.A Program (Mathematics + Philosophy),1,0,0,0,0,0,1
595,Kamala Nehru College (W),B.A Program (Philosophy + Sociology),0,0,0,0,0,0,1
596,Kamala Nehru College (W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
597,Kamala Nehru College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Psychology)",0,0,0,0,0,0,0
598,Kamala Nehru College (W),B.A Program (Human Resource Management (HRM) + English),0,1,0,0,0,0,0
599,Kamala Nehru College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),0,0,0,0,0,0,0
600,Kamala Nehru College (W),B.A Program (Hindi + Entrepreneurship and Small Business (ESB)),0,0,0,1,0,0,1
601,Keshav Mahavidyalaya,B.A. (Hons.) Psychology,0,0,0,0,0,0,0
602,Keshav Mahavidyalaya,B.Com (Hons.),1,1,0,9,0,0,9
603,Keshav Mahavidyalaya,B.Sc (Prog.) Mathematical Sciences,4,5,0,4,0,0,3
604,Keshav Mahavidyalaya,B.Sc (Hons.) Computer Science,4,5,0,1,0,0,5
605,Keshav Mahavidyalaya,B.Sc (Hons.) Electronics,5,5,3,3,2,0,2
606,Keshav Mahavidyalaya,B.Sc (Hons.) Mathematics,6,6,1,3,0,0,3
607,Keshav Mahavidyalaya,B.Sc (Hons.) Physics,8,4,2,2,2,0,2
608,Keshav Mahavidyalaya,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,5,6,0,4,0,0,3
609,Keshav Mahavidyalaya,Bachelor of Management Studies (BMS),1,0,0,3,1,0,0
610,Kirori Mal College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
611,Kirori Mal College,B.A. (Hons.) English,1,1,0,0,0,0,0
612,Kirori Mal College,B.A. (Hons.) Geography,1,0,0,0,0,0,0
613,Kirori Mal College,B.A. (Hons.) Hindi,0,0,0,1,1,0,0
614,Kirori Mal College,B.A. (Hons.) History,0,0,0,0,0,0,0
615,Kirori Mal College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
616,Kirori Mal College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
617,Kirori Mal College,B.A. (Hons.) Urdu,0,2,3,1,1,0,1
618,Kirori Mal College,B.Com (Hons.),0,0,0,0,0,0,0
619,Kirori Mal College,B.Com,0,1,0,0,0,0,0
620,Kirori Mal College,B.Sc Applied Physical Sciences with Analytical Methods in Chemistry & Biochemistry,1,0,1,1,0,0,2
621,Kirori Mal College,B.Sc (Hons.) Botany,2,0,1,0,1,0,1
