0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
688,None,None,Lady Irwin College (W),None,None,B.Sc (Hons.) Food Technology,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
689,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.Com (Hons.),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
690,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Economics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
691,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) English,None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
692,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Hindi,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
693,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) History,None,None,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
694,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Philosophy,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
695,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Political Science,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None
696,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Psychology,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
697,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Sanskrit,None,None,0,None,None,5,None,None,2,None,None,2,None,None,3,None,None,0,None,None,1,None,None
698,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Sociology,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
699,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A. (Hons.) Journalism,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
700,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.Sc (Hons.) Mathematics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
701,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.Sc (Hons.) Statistics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
702,None,None,"Lady Shri Ram College for Women
(W)",None,None,Bachelor of Elementary Education (B.El.Ed.),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
703,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Computer Applications + Economics),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
704,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Computer Applications + Mathematics),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
705,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Economics + History),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
706,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Economics + Mathematics),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
707,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Economics + Political Science),None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
708,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (History + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
709,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (History + Sociology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
710,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Political Science + Psychology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
711,None,None,"Lady Shri Ram College for Women
(W)",None,None,B.A Program (Psychology + Sociology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
712,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Economics,None,None,0,None,None,8,None,None,3,None,None,4,None,None,3,None,None,0,None,None,3,None,None
713,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) English,None,None,3,None,None,4,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
714,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Hindi,None,None,2,None,None,16,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
715,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) History,None,None,1,None,None,3,None,None,0,None,None,4,None,None,4,None,None,0,None,None,3,None,None
716,None,None,Lakshmibai College (W),None,None,B.Sc (Hons.) Mathematics,None,None,7,None,None,3,None,None,6,None,None,3,None,None,2,None,None,0,None,None,3,None,None
717,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Philosophy,None,None,5,None,None,6,None,None,0,None,None,4,None,None,5,None,None,0,None,None,3,None,None
718,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Political Science,None,None,2,None,None,0,None,None,0,None,None,3,None,None,4,None,None,0,None,None,6,None,None
719,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Sanskrit,None,None,11,None,None,16,None,None,9,None,None,4,None,None,6,None,None,0,None,None,3,None,None
720,None,None,Lakshmibai College (W),None,None,B.Com,None,None,2,None,None,3,None,None,0,None,None,16,None,None,1,None,None,0,None,None,12,None,None
721,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Business Economics,None,None,0,None,None,3,None,None,1,None,None,3,None,None,0,None,None,0,None,None,2,None,None
722,None,None,Lakshmibai College (W),None,None,B.Com (Hons.),None,None,3,None,None,2,None,None,0,None,None,8,None,None,2,None,None,0,None,None,6,None,None
723,None,None,Lakshmibai College (W),None,None,B.A Program (English + Economics),None,None,2,None,None,2,None,None,0,None,None,1,None,None,2,None,None,0,None,None,2,None,None
724,None,None,Lakshmibai College (W),None,None,B.A Program (Hindi + History),None,None,3,None,None,5,None,None,1,None,None,1,None,None,3,None,None,0,None,None,2,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
725,None,None,Lakshmibai College (W),None,None,B.A Program (Punjabi + Political Science),None,None,1,None,None,7,None,None,4,None,None,2,None,None,2,None,None,0,None,None,1,None,None
726,None,None,Lakshmibai College (W),None,None,"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",None,None,6,None,None,0,None,None,1,None,None,3,None,None,1,None,None,0,None,None,2,None,None
727,None,None,Lakshmibai College (W),None,None,B.A Program (Food Technology (FT) + Political Science),None,None,1,None,None,3,None,None,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None
728,None,None,Lakshmibai College (W),None,None,B.A Program (History + Music),None,None,4,None,None,3,None,None,1,None,None,2,None,None,2,None,None,0,None,None,1,None,None
729,None,None,Lakshmibai College (W),None,None,B.A Program (History + Political Science),None,None,1,None,None,3,None,None,0,None,None,3,None,None,2,None,None,0,None,None,4,None,None
730,None,None,Lakshmibai College (W),None,None,B.A Program (Philosophy + Political Science),None,None,7,None,None,0,None,None,1,None,None,4,None,None,5,None,None,0,None,None,4,None,None
731,None,None,Lakshmibai College (W),None,None,B.A Program (Philosophy + Sociology),None,None,6,None,None,2,None,None,0,None,None,2,None,None,4,None,None,0,None,None,2,None,None
732,None,None,Lakshmibai College (W),None,None,B.A Program (Computer Applications + Economics),None,None,8,None,None,3,None,None,3,None,None,2,None,None,3,None,None,0,None,None,2,None,None
733,None,None,Lakshmibai College (W),None,None,"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Psychology)",None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
734,None,None,Lakshmibai College (W),None,None,B.A Program (Physical Education + Psychology),None,None,0,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None
735,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Sociology,None,None,0,None,None,5,None,None,0,None,None,0,None,None,5,None,None,0,None,None,3,None,None
736,None,None,Lakshmibai College (W),None,None,B.A. (Hons.) Psychology,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,1,None,None
737,None,None,Lakshmibai College (W),None,None,B.Sc (Hons.) Home Science,None,None,9,None,None,8,None,None,4,None,None,0,None,None,4,None,None,0,None,None,2,None,None
738,None,None,Lakshmibai College (W),None,None,B.A Program (Computer Applications + Mathematics),None,None,4,None,None,1,None,None,3,None,None,2,None,None,2,None,None,0,None,None,1,None,None
739,None,None,Lakshmibai College (W),None,None,B.A Program (Apparel Design & Construction + Philosophy),None,None,4,None,None,4,None,None,0,None,None,2,None,None,2,None,None,0,None,None,1,None,None
740,None,None,Lakshmibai College (W),None,None,B.A Program (Sanskrit + Sociology),None,None,4,None,None,7,None,None,4,None,None,2,None,None,2,None,None,0,None,None,1,None,None
741,None,None,Maharaja Agrasen College,None,None,B.A. (Hons.) English,None,None,3,None,None,2,None,None,1,None,None,0,None,None,2,None,None,0,None,None,3,None,None
742,None,None,Maharaja Agrasen College,None,None,B.A. (Hons.) Hindi,None,None,5,None,None,15,None,None,7,None,None,3,None,None,6,None,None,0,None,None,3,None,None
743,None,None,Maharaja Agrasen College,None,None,B.A. (Hons.) Journalism,None,None,2,None,None,1,None,None,0,None,None,2,None,None,0,None,None,0,None,None,0,None,None
744,None,None,Maharaja Agrasen College,None,None,B.A. (Hons.) Political Science,None,None,2,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
745,None,None,Maharaja Agrasen College,None,None,B.Com (Hons.),None,None,5,None,None,2,None,None,0,None,None,6,None,None,0,None,None,0,None,None,10,None,None
746,None,None,Maharaja Agrasen College,None,None,B.Sc (Prog.) Mathematical Sciences,None,None,0,None,None,5,None,None,3,None,None,5,None,None,5,None,None,0,None,None,3,None,None
747,None,None,Maharaja Agrasen College,None,None,B.Sc (Hons.) Electronics,None,None,10,None,None,6,None,None,1,None,None,4,None,None,4,None,None,0,None,None,3,None,None
748,None,None,Maharaja Agrasen College,None,None,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,None,None,6,None,None,5,None,None,2,None,None,4,None,None,2,None,None,0,None,None,2,None,None
749,None,None,Maharaja Agrasen College,None,None,B.Sc (Prog.) Physical Science with Chemistry,None,None,1,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,1,None,None
750,None,None,Maharaja Agrasen College,None,None,B.A. (Hons.) Business Economics,None,None,4,None,None,4,None,None,0,None,None,4,None,None,1,None,None,0,None,None,3,None,None
751,None,None,Maharaja Agrasen College,None,None,B.A Program (English + Economics),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
752,None,None,Maharaja Agrasen College,None,None,B.A Program (English + History),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
753,None,None,Maharaja Agrasen College,None,None,B.A Program (English + Mathematics),None,None,2,None,None,2,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None
754,None,None,Maharaja Agrasen College,None,None,B.A Program (Hindi + Economics),None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
755,None,None,Maharaja Agrasen College,None,None,B.A Program (Hindi + History),None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
756,None,None,Maharaja Agrasen College,None,None,B.A Program (Hindi + Mathematics),None,None,3,None,None,3,None,None,1,None,None,1,None,None,2,None,None,0,None,None,0,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
757,None,None,Maharaja Agrasen College,None,None,B.A Program (Hindi + Political Science),None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
758,None,None,Maharaja Agrasen College,None,None,B.A Program (Economics + OMSP),None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
759,None,None,Maharaja Agrasen College,None,None,B.A Program (History + OMSP),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
760,None,None,Maharaja Agrasen College,None,None,B.A Program (Mathematics + OMSP),None,None,2,None,None,0,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None
761,None,None,Maharaja Agrasen College,None,None,B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),None,None,0,None,None,0,None,None,0,None,None,1,None,None,1,None,None,0,None,None,1,None,None
762,None,None,Maharaja Agrasen College,None,None,B.A Program (English + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
763,None,None,Maharaja Agrasen College,None,None,B.A Program (Computer Applications + Economics),None,None,1,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None
764,None,None,Maharaja Agrasen College,None,None,B.A Program (Computer Applications + History),None,None,0,None,None,1,None,None,1,None,None,0,None,None,1,None,None,0,None,None,1,None,None
765,None,None,Maharaja Agrasen College,None,None,B.A Program (Computer Applications + Mathematics),None,None,2,None,None,2,None,None,0,None,None,0,None,None,2,None,None,0,None,None,0,None,None
766,None,None,Maharaja Agrasen College,None,None,B.A Program (Computer Applications + Political Science),None,None,0,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None
767,None,None,Maitreyi College (W),None,None,B.A. (Hons.) Economics,None,None,1,None,None,0,None,None,0,None,None,4,None,None,0,None,None,0,None,None,3,None,None
768,None,None,Maitreyi College (W),None,None,B.A. (Hons.) English,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
769,None,None,Maitreyi College (W),None,None,B.A. (Hons.) Hindi,None,None,0,None,None,14,None,None,8,None,None,4,None,None,6,None,None,0,None,None,3,None,None
770,None,None,Maitreyi College (W),None,None,B.A. (Hons.) History,None,None,2,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
771,None,None,Maitreyi College (W),None,None,B.A. (Hons.) Political Science,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None
772,None,None,Maitreyi College (W),None,None,B.A. (Hons.) Sanskrit,None,None,11,None,None,11,None,None,5,None,None,3,None,None,3,None,None,0,None,None,2,None,None
773,None,None,Maitreyi College (W),None,None,B.A. (Hons.) Sociology,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,3,None,None
774,None,None,Maitreyi College (W),None,None,B.Com,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None
775,None,None,Maitreyi College (W),None,None,B.Com (Hons.),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
776,None,None,Maitreyi College (W),None,None,B.Sc (Prog.) Life Science,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None,0,None,None,6,None,None
777,None,None,Maitreyi College (W),None,None,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,None,None,0,None,None,0,None,None,1,None,None,3,None,None,0,None,None,0,None,None,2,None,None
778,None,None,Maitreyi College (W),None,None,B.Sc (Prog.) Physical Science with Chemistry,None,None,0,None,None,0,None,None,3,None,None,3,None,None,1,None,None,0,None,None,2,None,None
779,None,None,Maitreyi College (W),None,None,B.Sc (Hons.) Botany,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,2,None,None
780,None,None,Maitreyi College (W),None,None,B.Sc (Hons.) Chemistry,None,None,0,None,None,0,None,None,0,None,None,3,None,None,0,None,None,0,None,None,2,None,None
781,None,None,Maitreyi College (W),None,None,B.Sc (Hons.) Mathematics,None,None,0,None,None,0,None,None,2,None,None,4,None,None,0,None,None,0,None,None,2,None,None
782,None,None,Maitreyi College (W),None,None,B.Sc (Hons.) Physics,None,None,0,None,None,0,None,None,0,None,None,3,None,None,0,None,None,0,None,None,2,None,None
783,None,None,Maitreyi College (W),None,None,B.Sc (Hons.) Zoology,None,None,0,None,None,2,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
784,None,None,Maitreyi College (W),None,None,B.A Program (English + Economics),None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
785,None,None,Maitreyi College (W),None,None,B.A Program (English + Sociology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
786,None,None,Maitreyi College (W),None,None,B.A Program (Hindi + History),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
787,None,None,Maitreyi College (W),None,None,B.A Program (Hindi + Political Science),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
788,None,None,Maitreyi College (W),None,None,B.A Program (Punjabi + History),None,None,1,None,None,2,None,None,1,None,None,1,None,None,1,None,None,0,None,None,0,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
789,None,None,Maitreyi College (W),None,None,B.A Program (Punjabi + Political Science),None,None,0,None,None,2,None,None,0,None,None,1,None,None,1,None,None,0,None,None,1,None,None
790,None,None,Maitreyi College (W),None,None,B.A Program (Sanskrit + History),None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,1,None,None
791,None,None,Maitreyi College (W),None,None,B.A Program (Sanskrit + Political Science),None,None,0,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
792,None,None,Maitreyi College (W),None,None,B.A Program (Computer Applications + Economics),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
793,None,None,Maitreyi College (W),None,None,B.A Program (Computer Applications + Mathematics),None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
794,None,None,Maitreyi College (W),None,None,B.A Program (Economics + Mathematics),None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None
795,None,None,Maitreyi College (W),None,None,B.A Program (History + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
796,None,None,Maitreyi College (W),None,None,B.A Program (Political Science + Sociology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None,0,None,None,1,None,None
797,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) English,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,3,None,None
798,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Hindi,None,None,32,None,None,0,None,None,0,None,None,0,None,None,0,None,None,58,None,None,6,None,None
799,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) History,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,30,None,None,3,None,None
800,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Philosophy,None,None,5,None,None,0,None,None,0,None,None,0,None,None,0,None,None,21,None,None,3,None,None
801,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Political Science,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,44,None,None,6,None,None
802,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Psychology,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,5,None,None
803,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Punjabi,None,None,9,None,None,0,None,None,0,None,None,0,None,None,0,None,None,13,None,None,2,None,None
804,None,None,Mata Sundri College for Women (W),None,None,B.A. (Hons.) Sanskrit,None,None,7,None,None,0,None,None,0,None,None,0,None,None,0,None,None,12,None,None,2,None,None
805,None,None,Mata Sundri College for Women (W),None,None,B.Com,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,6,None,None
806,None,None,Mata Sundri College for Women (W),None,None,B.Com (Hons.),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None,9,None,None
807,None,None,Mata Sundri College for Women (W),None,None,B.Sc (Hons.) Mathematics,None,None,3,None,None,0,None,None,0,None,None,0,None,None,0,None,None,30,None,None,3,None,None
808,None,None,Mata Sundri College for Women (W),None,None,B.Sc (Hons.) Computer Science,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,18,None,None,3,None,None
809,None,None,Mata Sundri College for Women (W),None,None,B.Sc (Hons.) Statistics,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,15,None,None,3,None,None
810,None,None,Mata Sundri College for Women (W),None,None,Bachelor of Elementary Education (B.El.Ed.),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,13,None,None,2,None,None
811,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Punjabi + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,10,None,None,1,None,None
812,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Economics + History),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None,1,None,None
813,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Economics + Mathematics),None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,8,None,None,1,None,None
814,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Economics + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,10,None,None,2,None,None
815,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Economics + Psychology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,1,None,None
816,None,None,Mata Sundri College for Women (W),None,None,B.A Program (History + Political Science),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,14,None,None,2,None,None
817,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Music + Political Science),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,1,None,None
818,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Philosophy + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,9,None,None,1,None,None
819,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Philosophy + Psychology),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
820,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Computer Applications + Mathematics),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,5,None,None,1,None,None
,S. NO.,,,NAME OF THE COLLEGE,,,NAME OF THE PROGRAM,,,UR,,,OBC,,,SC,,,ST,,,EWS,,,SIKH,,,PwBD,
821,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Office Management & Secretarial Practice (OMSP) + English),None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,7,None,None,1,None,None
822,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Economics + Entrepreneurship and Small Business (ESB)),None,None,2,None,None,0,None,None,0,None,None,0,None,None,0,None,None,3,None,None,2,None,None
823,None,None,Mata Sundri College for Women (W),None,None,B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None,1,None,None
824,None,None,Mata Sundri College for Women (W),None,None,B.A Program (English + History),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None,1,None,None
825,None,None,Mata Sundri College for Women (W),None,None,B.A Program (English + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
826,None,None,Miranda House (W),None,None,B.A. (Hons.) English,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
827,None,None,Miranda House (W),None,None,B.A. (Hons.) Hindi,None,None,0,None,None,0,None,None,0,None,None,2,None,None,0,None,None,0,None,None,0,None,None
828,None,None,Miranda House (W),None,None,B.A. (Hons.) Economics,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,4,None,None
829,None,None,Miranda House (W),None,None,B.A. (Hons.) History,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
830,None,None,Miranda House (W),None,None,B.A. (Hons.) Philosophy,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,2,None,None
831,None,None,Miranda House (W),None,None,B.A. (Hons.) Sanskrit,None,None,0,None,None,4,None,None,1,None,None,3,None,None,2,None,None,0,None,None,2,None,None
832,None,None,Miranda House (W),None,None,B.A. (Hons.) Geography,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
833,None,None,Miranda House (W),None,None,B.A. (Hons.) Sociology,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
834,None,None,Miranda House (W),None,None,B.A. (Hons.) Political Science,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
835,None,None,Miranda House (W),None,None,B.A. (Hons.) Bengali,None,None,2,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
836,None,None,Miranda House (W),None,None,B.Sc (Prog.) Life Science,None,None,2,None,None,1,None,None,0,None,None,1,None,None,1,None,None,0,None,None,0,None,None
837,None,None,Miranda House (W),None,None,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,1,None,None
838,None,None,Miranda House (W),None,None,B.Sc (Hons.) Physics,None,None,1,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,3,None,None
839,None,None,Miranda House (W),None,None,B.Sc (Hons.) Chemistry,None,None,1,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,4,None,None
840,None,None,Miranda House (W),None,None,B.Sc (Hons.) Botany,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,0,None,None
841,None,None,Miranda House (W),None,None,B.Sc (Hons.) Zoology,None,None,2,None,None,2,None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None
842,None,None,Miranda House (W),None,None,B.Sc (Hons.) Mathematics,None,None,0,None,None,1,None,None,0,None,None,0,None,None,1,None,None,0,None,None,2,None,None
843,None,None,Miranda House (W),None,None,Bachelor of Elementary Education (B.El.Ed.),None,None,4,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
844,None,None,Miranda House (W),None,None,B.A Program (Bengali + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
845,None,None,Miranda House (W),None,None,B.A Program (English + Economics),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
846,None,None,Miranda House (W),None,None,B.A Program (English + History),None,None,0,None,None,1,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
847,None,None,Miranda House (W),None,None,B.A Program (English + Political Science),None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None,0,None,None
