S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
404,Indraprastha College for Women,,0,0,0,0,0,0,0
405,(W),B.A Program (Commerce + Mathematics),0,0,1,1,0,0,1
406,Indraprastha College for Women,,0,0,0,0,0,0,0
407,(W),B.A Program (English + Human Development and Family Empowerment (HDFE)),0,0,0,0,0,0,0
408,Indraprastha College for Women,,0,0,0,0,0,0,0
409,(W),B.A Program (Hindi + Psychology),0,0,0,1,0,0,0
410,Indraprastha College for Women,,0,0,0,0,0,0,0
411,(W),B.A Program (Commerce + Psychology),0,0,0,0,0,0,0
412,Indraprastha College for Women,,0,0,0,0,0,0,0
413,(W),B.A Program (Commerce + Computer Applications),0,0,0,1,1,0,1
414,Institute of Home Economics (W),B.Sc (Pass) Home Science,45,51,23,18,23,0,14
415,Institute of Home Economics (W),B.Sc (Hons.) Home Science,25,21,12,2,9,0,6
416,Institute of Home Economics (W),B.Sc (Hons.) Microbiology,0,0,2,0,0,0,2
417,Institute of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,0,2,0,1,0,0,2
418,Institute of Home Economics (W),B.A. (Hons.) Journalism,4,3,1,0,0,0,3
419,Institute of Home Economics (W),B.Sc (Hons.) Food Technology,4,0,1,0,1,0,2
420,Institute of Home Economics (W),Bachelor of Elementary Education (B.El.Ed.),0,1,0,4,1,0,3
421,Janki Devi Memorial College (W),B.Com,0,0,0,8,0,0,6
422,Janki Devi Memorial College (W),B.Com (Hons.),8,2,0,12,0,0,9
423,Janki Devi Memorial College (W),B.A. (Hons.) Economics,2,3,2,5,0,0,3
424,Janki Devi Memorial College (W),B.A. (Hons.) English,4,1,0,2,1,0,3
425,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,5,14,8,4,6,0,3
426,Janki Devi Memorial College (W),B.A. (Hons.) History,1,7,1,3,5,0,5
427,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,11,18,9,9,4,0,6
428,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,1,7,2,3,2,0,2
429,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,0,1,0,0,3,0,6
430,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,12,10,6,3,4,0,2
431,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,5,2,1,3,1,0,3
432,Jesus & Mary College (W),B.A. (Hons.) English,1,0,0,0,0,0,4
433,Jesus & Mary College (W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
434,Jesus & Mary College (W),B.A. (Hons.) Hindi,0,0,0,0,0,0,3
435,Jesus & Mary College (W),B.A. (Hons.) History,2,0,0,0,0,0,2
436,Jesus & Mary College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
437,Jesus & Mary College (W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
438,Jesus & Mary College (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,3
439,Jesus & Mary College (W),B.Com,0,0,0,0,0,0,3
440,Jesus & Mary College (W),B.Com (Hons.),1,0,0,0,0,0,4
441,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,1,0,0,0,0,0,3
442,Jesus & Mary College (W),Bachelor of Elementary Education (B.El.Ed.),1,0,0,0,0,0,3
443,Jesus & Mary College (W),B.Voc Retail Management and IT,0,0,0,0,0,0,3
444,Jesus & Mary College (W),B.Voc Health Care Management,4,0,0,0,0,0,3
445,Kalindi College (W),B.Sc (Hons.) Botany,2,5,1,2,0,0,1
446,Kalindi College (W),B.Sc (Hons.) Zoology,1,2,0,1,1,0,2
447,Kalindi College (W),B.Com,4,2,0,8,1,0,5
448,Kalindi College (W),B.Com (Hons.),1,1,1,4,0,0,3
449,Kalindi College (W),B.A. (Hons.) Economics,3,3,4,6,5,0,4
450,Kalindi College (W),B.A. (Hons.) English,3,8,0,1,5,0,4
451,Kalindi College (W),B.A. (Hons.) Hindi,8,20,11,6,8,0,4
452,Kalindi College (W),B.A. (Hons.) History,2,2,1,4,6,0,4
453,Kalindi College (W),B.A. (Hons.) Journalism,2,2,1,1,2,0,3
454,Kalindi College (W),B.A. (Hons.) Political Science,3,3,0,3,6,0,8
455,Kalindi College (W),B.A. (Hons.) Sanskrit,25,21,12,6,8,0,4
456,Kalindi College (W),B.Sc (Prog.) Life Science,6,10,1,3,3,0,4
457,Kalindi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,8,5,4,3,0,3
458,Kalindi College (W),B.Sc (Hons.) Computer Science,1,3,1,4,1,0,3
459,Kalindi College (W),B.Sc (Hons.) Mathematics,2,2,2,3,1,0,2
460,Kalindi College (W),B.Sc (Hons.) Physics,8,4,1,3,2,0,2
461,Kalindi College (W),B.A. (Hons.) Geography,1,1,0,0,0,0,3
462,Kalindi College (W),B.Sc (Hons.) Chemistry,7,5,3,3,2,0,2
463,Kamala Nehru College (W),B.Com,1,0,0,9,0,0,8
464,Kamala Nehru College (W),B.Com (Hons.),1,0,0,0,0,0,3
465,Kamala Nehru College (W),B.A. (Hons.) Journalism,1,1,0,0,0,0,1
466,Kamala Nehru College (W),B.A. (Hons.) English,2,0,0,0,1,0,3
467,Kamala Nehru College (W),B.A. (Hons.) Hindi,5,16,9,4,6,0,3
468,Kamala Nehru College (W),B.A. (Hons.) History,1,1,0,0,0,0,3
469,Kamala Nehru College (W),B.A. (Hons.) Economics,0,1,0,4,0,0,3
470,Kamala Nehru College (W),B.A. (Hons.) Political Science,2,3,0,0,0,0,6
471,Kamala Nehru College (W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
472,Kamala Nehru College (W),B.A. (Hons.) Psychology,1,0,0,0,0,0,0
473,Kamala Nehru College (W),B.A. (Hons.) Geography,0,0,0,0,0,0,3
474,Kamala Nehru College (W),B.Sc (Hons.) Mathematics,1,1,3,4,0,0,2
475,Kamala Nehru College (W),B.A. (Hons.) Sanskrit,5,10,6,3,4,0,2
476,Kamala Nehru College (W),B.A. (Hons.) Sociology,2,0,0,0,2,0,2
477,Keshav Mahavidyalaya,B.A. (Hons.) Psychology,0,0,0,0,0,0,0
478,Keshav Mahavidyalaya,B.Com (Hons.),1,1,0,9,0,0,9
479,Keshav Mahavidyalaya,B.Sc (Prog.) Mathematical Sciences,4,5,0,4,0,0,3
480,Keshav Mahavidyalaya,B.Sc (Hons.) Computer Science,4,5,0,1,0,0,5
481,Keshav Mahavidyalaya,B.Sc (Hons.) Electronics,5,5,3,3,2,0,2
482,Keshav Mahavidyalaya,B.Sc (Hons.) Mathematics,6,6,1,3,0,0,3
483,Keshav Mahavidyalaya,B.Sc (Hons.) Physics,8,4,2,2,2,0,2
484,Keshav Mahavidyalaya,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,5,6,0,4,0,0,3
485,Keshav Mahavidyalaya,Bachelor of Management Studies (BMS),1,0,0,3,1,0,0
486,Kirori Mal College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
487,Kirori Mal College,B.A. (Hons.) English,1,1,0,0,0,0,0
488,Kirori Mal College,B.A. (Hons.) Geography,1,0,0,0,0,0,0
489,Kirori Mal College,B.A. (Hons.) Hindi,0,0,0,1,1,0,0
490,Kirori Mal College,B.A. (Hons.) History,0,0,0,0,0,0,0
491,Kirori Mal College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
492,Kirori Mal College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
493,Kirori Mal College,B.A. (Hons.) Urdu,0,2,3,1,1,0,1
494,Kirori Mal College,B.Com (Hons.),0,0,0,0,0,0,0
495,Kirori Mal College,B.Com,0,1,0,0,0,0,0
496,Kirori Mal College,B.Sc Applied Physical Sciences with Analytical Methods in Chemistry & Biochemistry,1,0,1,1,0,0,2
497,Kirori Mal College,B.Sc (Hons.) Botany,2,0,1,0,1,0,1
498,Kirori Mal College,B.Sc (Hons.) Chemistry,1,1,0,3,1,0,5
499,Kirori Mal College,B.Sc (Prog.) Life Science,1,0,1,0,0,0,1
500,Kirori Mal College,B.Sc (Hons.) Mathematics,2,0,1,0,0,0,4
501,Kirori Mal College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,0,1,0,0,0,2
502,Kirori Mal College,B.Sc (Prog.) Physical Science with Chemistry,1,2,0,5,1,0,7
503,Kirori Mal College,B.Sc (Hons.) Physics,0,3,0,1,1,0,7
504,Kirori Mal College,B.Sc (Hons.) Statistics,2,0,0,0,0,0,1
505,Kirori Mal College,B.Sc (Hons.) Zoology,0,0,0,0,0,0,0
506,Lady Irwin College (W),B.Sc (Hons.) Home Science,5,7,5,9,10,0,6
507,Lady Irwin College (W),B.Sc (Pass) Home Science,30,32,9,12,21,0,13
508,Lady Irwin College (W),B.Sc (Hons.) Food Technology,1,1,0,0,0,0,0
509,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
510,(W),B.Com (Hons.),0,0,0,0,0,0,0
511,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
512,(W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
513,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
514,(W),B.A. (Hons.) English,2,0,0,0,0,0,0
515,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
516,(W),B.A. (Hons.) Hindi,0,0,0,0,1,0,2
517,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
518,(W),B.A. (Hons.) History,1,0,0,0,1,0,1
519,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
520,(W),B.A. (Hons.) Philosophy,1,0,0,0,0,0,2
521,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
522,(W),B.A. (Hons.) Political Science,0,0,1,0,0,0,0
523,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
524,(W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
525,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
526,(W),B.A. (Hons.) Sanskrit,0,5,2,2,3,0,1
527,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
528,(W),B.A. (Hons.) Sociology,0,0,0,0,0,0,1
529,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
530,(W),B.A. (Hons.) Journalism,0,0,0,0,0,0,0
531,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
532,(W),B.Sc (Hons.) Mathematics,0,0,0,0,0,0,2
533,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
534,(W),B.Sc (Hons.) Statistics,0,0,0,0,0,0,0
535,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
536,(W),Bachelor of Elementary Education (B.El.Ed.),1,0,0,0,0,0,1
537,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
538,(W),B.A Program (Computer Applications + Economics),0,0,0,0,0,0,0
539,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
540,(W),B.A Program (Computer Applications + Mathematics),0,0,0,1,0,0,0
541,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
542,(W),B.A Program (Economics + History),1,0,0,0,0,0,0
543,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
544,(W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
545,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
546,(W),B.A Program (Economics + Political Science),0,1,0,0,0,0,0
547,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
548,(W),B.A Program (History + Political Science),0,0,0,0,0,0,0
549,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
550,(W),B.A Program (History + Sociology),0,0,0,0,0,0,0
551,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
552,(W),B.A Program (Political Science + Psychology),0,0,0,0,0,0,0
553,Lady Shri Ram College for Women,,0,0,0,0,0,0,0
554,(W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
555,Lakshmibai College (W),B.A. (Hons.) Economics,0,8,3,4,3,0,3
556,Lakshmibai College (W),B.A. (Hons.) English,3,4,0,1,0,0,3
557,Lakshmibai College (W),B.A. (Hons.) Hindi,2,16,9,4,6,0,3
558,Lakshmibai College (W),B.A. (Hons.) History,1,3,0,4,4,0,3
559,Lakshmibai College (W),B.Sc (Hons.) Mathematics,7,3,6,3,2,0,3
560,Lakshmibai College (W),B.A. (Hons.) Philosophy,5,6,0,4,5,0,3
561,Lakshmibai College (W),B.A. (Hons.) Political Science,2,0,0,3,4,0,6
562,Lakshmibai College (W),B.A. (Hons.) Sanskrit,11,16,9,4,6,0,3
563,Lakshmibai College (W),B.Com,2,3,0,16,1,0,12
564,Lakshmibai College (W),B.A. (Hons.) Business Economics,0,3,1,3,0,0,2
565,Lakshmibai College (W),B.Com (Hons.),3,2,0,8,2,0,6
566,Lakshmibai College (W),B.A. (Hons.) Sociology,0,5,0,0,5,0,3
567,Lakshmibai College (W),B.A. (Hons.) Psychology,2,0,1,0,0,0,1
568,Lakshmibai College (W),B.Sc (Hons.) Home Science,9,8,4,0,4,0,2
569,Maharaja Agrasen College,B.A. (Hons.) English,3,2,1,0,2,0,3
570,Maharaja Agrasen College,B.A. (Hons.) Hindi,5,15,7,3,6,0,3
571,Maharaja Agrasen College,B.A. (Hons.) Journalism,2,1,0,2,0,0,0
572,Maharaja Agrasen College,B.A. (Hons.) Political Science,2,1,0,0,1,0,2
573,Maharaja Agrasen College,B.Com (Hons.),5,2,0,6,0,0,10
574,Maharaja Agrasen College,B.Sc (Prog.) Mathematical Sciences,0,5,3,5,5,0,3
575,Maharaja Agrasen College,B.Sc (Hons.) Electronics,10,6,1,4,4,0,3
576,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,5,2,4,2,0,2
577,Maharaja Agrasen College,B.Sc (Prog.) Physical Science with Chemistry,1,2,1,1,1,0,1
578,Maharaja Agrasen College,B.A. (Hons.) Business Economics,4,4,0,4,1,0,3
579,Maitreyi College (W),B.A. (Hons.) Economics,1,0,0,4,0,0,3
580,Maitreyi College (W),B.A. (Hons.) English,1,1,0,0,0,0,2
581,Maitreyi College (W),B.A. (Hons.) Hindi,0,14,8,4,6,0,3
582,Maitreyi College (W),B.A. (Hons.) History,2,0,0,0,1,0,1
583,Maitreyi College (W),B.A. (Hons.) Political Science,1,0,0,0,0,0,5
584,Maitreyi College (W),B.A. (Hons.) Sanskrit,11,11,5,3,3,0,2
585,Maitreyi College (W),B.A. (Hons.) Sociology,1,0,0,1,0,0,3
586,Maitreyi College (W),B.Com,0,0,0,0,0,0,5
587,Maitreyi College (W),B.Com (Hons.),0,0,0,0,0,0,4
588,Maitreyi College (W),B.Sc (Prog.) Life Science,1,1,1,0,0,0,6
589,Maitreyi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,0,0,1,3,0,0,2
590,Maitreyi College (W),B.Sc (Prog.) Physical Science with Chemistry,0,0,3,3,1,0,2
591,Maitreyi College (W),B.Sc (Hons.) Botany,0,0,1,0,0,0,2
592,Maitreyi College (W),B.Sc (Hons.) Chemistry,0,0,0,3,0,0,2
593,Maitreyi College (W),B.Sc (Hons.) Mathematics,0,0,2,4,0,0,2
594,Maitreyi College (W),B.Sc (Hons.) Physics,0,0,0,3,0,0,2
595,Maitreyi College (W),B.Sc (Hons.) Zoology,0,2,0,0,1,0,2
596,Mata Sundri College for Women (W),B.A. (Hons.) English,0,0,0,0,0,4,3
597,Mata Sundri College for Women (W),B.A. (Hons.) Hindi,32,0,0,0,0,58,6
598,Mata Sundri College for Women (W),B.A. (Hons.) History,0,0,0,0,0,30,3
599,Mata Sundri College for Women (W),B.A. (Hons.) Philosophy,5,0,0,0,0,21,3
600,Mata Sundri College for Women (W),B.A. (Hons.) Political Science,0,0,0,0,0,44,6
601,Mata Sundri College for Women (W),B.A. (Hons.) Psychology,0,0,0,0,0,2,5
602,Mata Sundri College for Women (W),B.A. (Hons.) Punjabi,9,0,0,0,0,13,2
603,Mata Sundri College for Women (W),B.A. (Hons.) Sanskrit,7,0,0,0,0,12,2
604,Mata Sundri College for Women (W),B.Com,0,0,0,0,0,0,6
605,Mata Sundri College for Women (W),B.Com (Hons.),0,0,0,0,0,9,9
606,Mata Sundri College for Women (W),B.Sc (Hons.) Mathematics,3,0,0,0,0,30,3
607,Mata Sundri College for Women (W),B.Sc (Hons.) Computer Science,0,0,0,0,0,18,3
608,Mata Sundri College for Women (W),B.Sc (Hons.) Statistics,0,0,0,0,0,15,3
609,Mata Sundri College for Women (W),Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,13,2
610,Miranda House (W),B.A. (Hons.) English,0,0,0,0,0,0,0
611,Miranda House (W),B.A. (Hons.) Hindi,0,0,0,2,0,0,0
612,Miranda House (W),B.A. (Hons.) Economics,1,0,0,0,0,0,4
613,Miranda House (W),B.A. (Hons.) History,1,0,0,0,0,0,0
614,Miranda House (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
615,Miranda House (W),B.A. (Hons.) Sanskrit,0,4,1,3,2,0,2
616,Miranda House (W),B.A. (Hons.) Geography,0,0,0,0,0,0,0
617,Miranda House (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,0
618,Miranda House (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,0
619,Miranda House (W),B.A. (Hons.) Bengali,2,1,0,1,1,0,0
620,Miranda House (W),B.Sc (Prog.) Life Science,2,1,0,1,1,0,0
621,Miranda House (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,0,0,0,0,0,0,1
622,Miranda House (W),B.Sc (Hons.) Physics,1,1,0,0,1,0,3
623,Miranda House (W),B.Sc (Hons.) Chemistry,1,0,1,0,0,0,4
624,Miranda House (W),B.Sc (Hons.) Botany,0,1,0,0,1,0,0
625,Miranda House (W),B.Sc (Hons.) Zoology,2,2,0,1,0,0,0
626,Miranda House (W),B.Sc (Hons.) Mathematics,0,1,0,0,1,0,2
627,Miranda House (W),Bachelor of Elementary Education (B.El.Ed.),4,0,0,0,0,0,0
628,Miranda House (W),B.A Program (Bengali + Political Science),0,0,0,0,0,0,0
629,Miranda House (W),B.A Program (English + Economics),0,0,0,0,0,0,0
630,Miranda House (W),B.A Program (English + History),0,1,0,0,0,0,0
631,Miranda House (W),B.A Program (English + Political Science),0,0,0,0,0,0,0
632,Miranda House (W),B.A Program (Hindi + History),0,0,0,0,0,0,0
633,Miranda House (W),B.A Program (Hindi + Political Science),0,0,0,0,0,0,0
634,Miranda House (W),B.A Program (Sanskrit + Geography),0,0,0,0,0,0,0
635,Miranda House (W),B.A Program (Sanskrit + History),0,0,0,0,0,0,0
636,Miranda House (W),B.A Program (Sanskrit + Political Science),0,1,0,1,0,0,1
637,Miranda House (W),B.A Program (Economics + Geography),0,0,0,0,0,0,0
638,Miranda House (W),B.A Program (Economics + History),1,0,0,0,0,0,0
639,Miranda House (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
640,Miranda House (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,0
641,Miranda House (W),B.A Program (Geography + History),0,0,0,0,0,0,1
642,Miranda House (W),B.A Program (Geography + Mathematics),0,0,0,0,0,0,0
643,Miranda House (W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
644,Miranda House (W),B.A Program (History + Philosophy),0,0,0,0,0,0,0
645,Miranda House (W),B.A Program (History + Physical Education),0,0,0,0,0,0,0
646,Miranda House (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
647,Miranda House (W),B.A Program (History + Sociology),0,0,0,0,0,0,0
648,Miranda House (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
649,Miranda House (W),B.A Program (Physical Education + Political Science),0,0,0,0,0,0,0
650,Miranda House (W),B.A Program (Political Science + Sociology),0,0,0,0,0,0,0
651,Miranda House (W),B.A Program (Tamil + Political Science),0,0,0,0,1,0,0
652,Miranda House (W),B.A Program (Punjabi + History),0,0,1,0,0,0,0
653,Miranda House (W),B.A Program (Bengali + Geography),0,1,0,0,0,0,0
654,Miranda House (W),B.A Program (English + Philosophy),0,0,0,0,0,0,0
655,Miranda House (W),B.A Program (Geography + English),0,0,0,0,0,0,0
656,Miranda House (W),B.A Program (Geography + Sociology),0,0,0,0,0,0,0
657,Motilal Nehru College,B.Com,2,0,0,7,0,0,10
658,Motilal Nehru College,B.Com (Hons.),1,1,0,0,0,0,9
659,Motilal Nehru College,B.Sc (Prog.) Physical Science with Chemistry,14,6,9,6,0,0,4
660,Motilal Nehru College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,2,3,0,2,0,0,2
661,Motilal Nehru College,B.Sc (Hons.) Physics,17,9,2,6,4,0,4
662,Motilal Nehru College,B.Sc (Hons.) Mathematics,8,3,3,3,5,0,4
663,Motilal Nehru College,B.A. (Hons.) English,1,0,0,0,0,0,2
664,Motilal Nehru College,B.A. (Hons.) Hindi,1,7,1,3,3,0,2
665,Motilal Nehru College,B.A. (Hons.) Economics,0,0,0,3,0,0,2
666,Motilal Nehru College,B.A. (Hons.) Political Science,2,0,0,0,0,0,0
667,Motilal Nehru College,B.A. (Hons.) History,1,0,0,0,0,0,0
668,Motilal Nehru College,B.A. (Hons.) Sanskrit,12,16,8,4,4,0,3
669,Motilal Nehru College,B.Sc (Hons.) Chemistry,2,7,1,2,1,0,2
670,Motilal Nehru College (Evening),B.A. (Hons.) English,2,1,0,0,1,0,2
671,Motilal Nehru College (Evening),B.A. (Hons.) Hindi,1,11,5,3,4,0,2
672,Motilal Nehru College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
673,Motilal Nehru College (Evening),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
674,Motilal Nehru College (Evening),B.Com,0,0,0,6,0,0,6
675,Motilal Nehru College (Evening),B.Com (Hons.),0,0,0,5,0,0,4
676,P.G.D.A.V. College,B.A. (Hons.) Economics,0,1,2,4,0,0,2
677,P.G.D.A.V. College,B.A. (Hons.) English,0,0,0,1,0,0,3
678,P.G.D.A.V. College,B.A. (Hons.) Hindi,0,18,9,6,8,0,4
679,P.G.D.A.V. College,B.A. (Hons.) History,1,1,0,1,1,0,2
680,P.G.D.A.V. College,B.A. (Hons.) Political Science,2,0,0,0,5,0,3
681,P.G.D.A.V. College,B.A. (Hons.) Sanskrit,12,9,7,4,5,0,2
682,P.G.D.A.V. College,B.Com,9,0,0,18,0,0,17
683,P.G.D.A.V. College,B.Com (Hons.),3,1,0,8,1,0,12
684,P.G.D.A.V. College,B.Sc (Hons.) Computer Science,1,2,0,2,0,0,3
685,P.G.D.A.V. College,B.Sc (Hons.) Mathematics,4,5,3,4,1,0,2
686,P.G.D.A.V. College,B.Sc (Hons.) Statistics,1,0,0,2,0,0,2
687,P.G.D.A.V. College,B.Sc (Prog.) Mathematical Sciences,6,2,1,3,0,0,3
688,P.G.D.A.V. College (Evening),B.Com,4,0,0,16,0,0,11
689,P.G.D.A.V. College (Evening),B.Com (Hons.),2,0,0,7,0,0,4
690,P.G.D.A.V. College (Evening),B.A. (Hons.) Hindi,0,10,6,3,4,0,2
691,P.G.D.A.V. College (Evening),B.A. (Hons.) Political Science,0,2,0,0,3,0,3
692,P.G.D.A.V. College (Evening),B.Sc (Hons.) Mathematics,7,2,3,3,3,0,2
693,P.G.D.A.V. College (Evening),B.A. (Hons.) Sanskrit,21,13,9,4,6,0,3
694,Rajdhani College,B.A. (Hons.) English,2,0,0,0,1,0,3
695,Rajdhani College,B.A. (Hons.) Hindi,0,12,6,4,6,0,3
696,Rajdhani College,B.A. (Hons.) Sanskrit,14,13,7,4,6,0,3
697,Rajdhani College,B.A. (Hons.) History,2,1,0,1,3,0,3
698,Rajdhani College,B.A. (Hons.) Economics,1,1,0,4,0,0,3
699,Rajdhani College,B.A. (Hons.) Political Science,2,0,0,0,2,0,0
700,Rajdhani College,B.Com (Hons.),1,0,0,7,1,0,7
701,Rajdhani College,B.Sc (Hons.) Chemistry,4,5,3,5,1,0,4
702,Rajdhani College,B.Sc (Hons.) Electronics,3,5,0,3,0,0,2
703,Rajdhani College,B.Sc (Hons.) Physics,11,5,8,5,7,0,4
704,Rajdhani College,B.Sc (Hons.) Mathematics,10,10,2,6,0,0,4
705,Rajdhani College,B.Sc (Prog.) Physical Science with Chemistry,7,6,1,4,6,0,2
706,Rajdhani College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,3,6,3,4,1,0,3
707,Rajdhani College,B.Sc (Prog.) Physical Science with Electronics,5,4,5,3,2,0,2
708,Rajdhani College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,10,9,2,3,2,0,2
709,Ram Lal Anand College,B.A. (Hons.) English,2,0,0,0,1,0,4
710,Ram Lal Anand College,B.A. (Hons.) Hindi,1,21,12,6,8,0,4
711,Ram Lal Anand College,B.A. (Hons.) Hindi Patrakarita,0,2,0,2,0,0,1
712,Ram Lal Anand College,B.A. (Hons.) History,2,1,0,0,0,0,3
713,Ram Lal Anand College,B.A. (Hons.) Political Science,1,3,0,0,0,0,4
714,Ram Lal Anand College,B.Com,3,0,0,1,0,0,5
715,Ram Lal Anand College,B.Com (Hons.),0,1,0,0,0,0,3
716,Ram Lal Anand College,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,2
717,Ram Lal Anand College,B.Sc (Hons.) Geology,1,0,1,1,0,0,2
718,Ram Lal Anand College,B.Sc (Hons.) Microbiology,1,0,0,0,1,0,0
719,Ram Lal Anand College,B.Sc (Hons.) Statistics,1,0,0,1,0,0,2
720,Ram Lal Anand College,B.Sc (Hons.) Mathematics,5,3,2,4,3,0,3
721,Ram Lal Anand College,Bachelor of Management Studies (BMS),4,0,0,3,0,0,3
722,Ramanujan College,B.Com (Hons.),0,0,0,0,0,0,9
723,Ramanujan College,B.Com,0,0,0,1,0,0,5
724,Ramanujan College,B.A. (Hons.) English,3,1,0,0,2,0,3
725,Ramanujan College,B.A. (Hons.) Hindi,1,15,8,5,7,0,3
726,Ramanujan College,B.A. (Hons.) Political Science,3,1,0,0,0,0,2
727,Ramanujan College,B.Sc (Hons.) Statistics,1,0,0,2,1,0,3
728,Ramanujan College,B.Sc (Hons.) Mathematics,3,3,2,4,1,0,3
729,Ramanujan College,B.Sc (Hons.) Computer Science,2,0,0,0,0,0,3
730,Ramanujan College,B.A. (Hons.) Applied Psychology,1,0,0,1,0,0,0
731,Ramanujan College,B.A. (Hons.) Philosophy,2,5,2,2,1,0,3
732,Ramanujan College,B.A. (Hons.) Economics,3,1,0,3,0,0,3
733,Ramanujan College,Bachelor of Management Studies (BMS),5,0,1,3,0,0,3
734,Ramanujan College,"B.Voc. Banking, Financial Services and Insurance",0,2,0,0,1,0,2
735,Ramanujan College,B.Voc Software Development,2,0,0,1,0,0,3
736,Ramanujan College,B.Sc (Hons.) Environmental Sciences,0,0,0,2,1,0,2
737,Ramjas College,B.A. (Hons.) English,0,1,0,0,0,0,0
738,Ramjas College,B.A. (Hons.) Hindi,0,0,0,1,3,0,0
739,Ramjas College,B.A. (Hons.) Sanskrit,0,3,3,2,0,0,2
740,Ramjas College,B.A. (Hons.) Economics,1,0,0,0,0,0,2
741,Ramjas College,B.A. (Hons.) History,0,0,0,0,1,0,0
742,Ramjas College,B.A. (Hons.) Political Science,0,0,0,0,0,0,1
743,Ramjas College,B.Com,1,1,0,0,0,0,0
744,Ramjas College,B.Com (Hons.),1,0,0,0,0,0,1
745,Ramjas College,B.Sc (Prog.) Physical Science with Electronics,1,1,0,2,0,0,5
746,Ramjas College,B.Sc (Prog.) Physical Science with Chemistry,1,1,0,12,1,0,7
747,Ramjas College,B.Sc (Prog.) Life Science,0,1,1,2,0,0,5
748,Ramjas College,B.Sc (Hons.) Physics,5,4,0,1,0,0,6
749,Ramjas College,B.Sc (Hons.) Chemistry,1,0,0,0,0,0,6
750,Ramjas College,B.Sc (Hons.) Mathematics,1,1,0,0,1,0,3
