S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
42,Aryabhatta College,B.A. (Hons.) Economics,2,0,0,2,0,0,3
43,Aryabhatta College,B.A. (Hons.) English,1,2,0,0,0,0,4
44,Aryabhatta College,B.A. (Hons.) Hindi,0,4,0,4,5,0,3
45,Aryabhatta College,B.A. (Hons.) History,3,3,0,0,3,0,4
46,Aryabhatta College,B.A. (Hons.) Political Science,3,0,0,0,0,0,0
47,Aryabhatta College,B.Sc (Hons.) Computer Science,2,0,0,0,0,0,3
48,Aryabhatta College,B.Sc (Hons.) Mathematics,5,0,0,3,2,0,3
49,Aryabhatta College,B.A. (Hons.) Psychology,1,0,0,0,0,0,0
50,Aryabhatta College,B.Com,1,0,0,0,0,0,2
51,Aryabhatta College,B.Com (Hons.),0,0,0,0,0,0,3
52,Aryabhatta College,Bachelor of Management Studies (BMS),5,2,2,5,0,0,5
53,Aryabhatta College,B.A. (Hons.) Business Economics,2,1,0,8,0,0,4
54,Atma Ram Sanatan Dharma College,B.Com,2,2,0,0,0,0,2
55,Atma Ram Sanatan Dharma College,B.Com (Hons.),1,0,0,0,0,0,5
56,Atma Ram Sanatan Dharma College,B.A. (Hons.) English,2,0,1,0,0,0,0
57,Atma Ram Sanatan Dharma College,B.A. (Hons.) Hindi,0,0,0,4,5,0,2
58,Atma Ram Sanatan Dharma College,B.A. (Hons.) History,0,0,0,0,0,0,0
59,Atma Ram Sanatan Dharma College,B.A. (Hons.) Political Science,2,1,0,0,0,0,0
60,Atma Ram Sanatan Dharma College,B.A. (Hons.) Economics,0,1,1,3,0,0,5
61,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Physics,4,0,0,5,1,0,4
62,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Chemistry,4,1,0,3,0,0,4
63,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Mathematics,1,0,0,2,0,0,5
64,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Electronics,0,2,0,2,1,0,2
65,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Computer Science,2,1,0,0,2,0,1
66,Atma Ram Sanatan Dharma College,B.Sc (Prog.) Physical Science with Chemistry,2,8,0,5,0,0,4
67,Atma Ram Sanatan Dharma College,B.Sc (Prog.) Physical Science with Electronics,7,5,7,4,1,0,4
68,Atma Ram Sanatan Dharma College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,1,0,4,0,0,4
69,Atma Ram Sanatan Dharma College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,5,4,1,4,4,0,3
70,Atma Ram Sanatan Dharma College,Sc./Economics/Mathematics/Comp. App./History)),0,0,0,1,0,0,1
71,Atma Ram Sanatan Dharma College,(English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)),0,0,0,0,0,0,1
72,Atma Ram Sanatan Dharma College,Sc./Economics/Mathematics/Comp. App./History)),1,0,0,1,0,0,1
73,Atma Ram Sanatan Dharma College,Sc./Economics/Mathematics/Comp. App./History)),0,1,0,0,0,0,0
74,Atma Ram Sanatan Dharma College,Sc./Economics/Mathematics/Comp. App./History)),0,0,0,0,0,0,0
75,Bhagini Nivedita College (W),B.Com,35,22,11,9,9,0,6
76,Bhagini Nivedita College (W),B.A. (Hons.) Hindi,14,15,7,4,6,0,3
77,Bhagini Nivedita College (W),B.A. (Hons.) History,13,13,8,4,6,0,3
78,Bhagini Nivedita College (W),B.Sc (Hons.) Physics,20,14,8,4,5,0,3
79,Bhagini Nivedita College (W),B.Sc (Hons.) Home Science,12,11,6,3,4,0,2
80,Bhagini Nivedita College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,16,9,6,3,4,0,2
81,Bhagini Nivedita College (W),B.Sc (Prog.) Physical Science with Chemistry,17,11,7,3,3,0,2
82,Bhagini Nivedita College (W),B.A. (Hons.) Political Science,9,6,3,4,5,0,3
83,Bharati College (W),B.A. (Hons.) English,4,3,2,1,4,0,4
84,Bharati College (W),B.A. (Hons.) Hindi,4,21,12,6,8,0,4
85,Bharati College (W),B.A. (Hons.) Sanskrit,27,21,11,6,8,0,4
86,Bharati College (W),B.A. (Hons.) History,3,5,3,6,6,0,4
87,Bharati College (W),B.A. (Hons.) Political Science,3,3,1,2,4,0,4
88,Bharati College (W),B.Com (Hons.),10,1,0,9,0,0,8
89,Bharati College (W),B.Com,4,6,0,14,6,0,10
90,Bharati College (W),B.A. (Hons.) Journalism,4,2,0,3,1,0,3
91,Bharati College (W),B.Sc (Hons.) Mathematics,11,9,3,3,3,0,3
92,Bharati College (W),B.A. (Hons.) Psychology,2,1,0,1,1,0,1
93,Bharati College (W),B.A. (Hons.) Sociology,2,6,0,1,4,0,3
94,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
95,Sciences,B.Sc (Hons.) Biomedical Science,4,1,0,0,0,0,3
96,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
97,Sciences,B.Sc (Hons.) Botany,0,2,0,0,1,0,2
98,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
99,Sciences,B.Sc (Hons.) Chemistry,6,3,1,2,1,0,2
100,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
101,Sciences,B.Sc (Hons.) Computer Science,3,0,0,2,0,0,3
102,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
103,Sciences,B.Sc (Hons.) Electronics,7,4,6,4,5,0,3
104,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
105,Sciences,B.Sc (Hons.) Food Technology,3,1,1,0,0,0,3
106,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
107,Sciences,B.Sc (Hons.) Instrumentation,12,8,7,4,3,0,3
108,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
109,Sciences,B.Sc (Hons.) Microbiology,2,0,0,1,0,0,1
110,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
111,Sciences,B.Sc (Hons.) Physics,6,6,1,3,2,0,2
112,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
113,Sciences,B.Sc (Hons.) Polymer Science,9,8,7,4,3,0,3
114,Bhaskaracharya College of Applied,,0,0,0,0,0,0,0
115,Sciences,B.Sc (Hons.) Zoology,1,0,0,1,1,0,2
116,Cluster Innovation Centre,B.A. (Hons.) Humanities and Social Sciences,2,0,0,0,0,0,2
117,Cluster Innovation Centre,B.Tech. Information Technology and Mathematical Innovations (IT & MI),1,0,0,0,0,0,0
118,College of Vocational Studies,B.Com (Hons.),0,0,0,0,1,0,5
119,College of Vocational Studies,B.A. (Hons.) Economics,3,0,0,6,1,0,4
120,College of Vocational Studies,B.A. (Hons.) History,2,1,0,0,0,0,4
121,College of Vocational Studies,B.Sc (Hons.) Computer Science,2,0,0,2,1,0,3
122,College of Vocational Studies,B.A. (Hons.) Hindi,0,14,5,4,6,0,3
123,College of Vocational Studies,B.A. (Hons.) English,2,5,0,0,0,0,3
124,College of Vocational Studies,B.A. (Hons.) Business Economics,1,0,0,6,1,0,4
125,College of Vocational Studies,Bachelor of Management Studies (BMS),0,2,0,4,0,0,2
126,College of Vocational Studies,B.A. (Vocational Studies) Office Management and Secretarial Practice,1,5,0,6,2,0,3
127,College of Vocational Studies,B.A. (Vocational Studies) Marketing Management and Retail Business,3,3,1,5,0,0,3
128,College of Vocational Studies,B.A. (Vocational Studies) Human Resource Management,2,0,0,5,0,0,3
129,College of Vocational Studies,B.A. (Vocational Studies) Small and Medium Enterprises,3,0,0,4,0,0,1
130,College of Vocational Studies,B.A. (Vocational Studies) Management and Marketing of Insurance,1,2,0,3,0,0,3
131,College of Vocational Studies,B.A. (Vocational Studies) Material Management,0,5,0,4,0,0,3
132,College of Vocational Studies,B.A. (Vocational Studies) Tourism Management,3,8,1,2,2,0,2
133,Daulat Ram College (W),B.A. (Hons.) Economics,0,1,1,4,0,0,6
134,Daulat Ram College (W),B.A. (Hons.) English,1,1,1,1,0,0,1
135,Daulat Ram College (W),B.A. (Hons.) Hindi,0,17,8,9,10,0,7
136,Daulat Ram College (W),B.A. (Hons.) History,2,1,1,0,0,0,1
137,Daulat Ram College (W),B.A. (Hons.) Philosophy,1,1,0,0,0,0,2
138,Daulat Ram College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,1
139,Daulat Ram College (W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
140,Daulat Ram College (W),B.A. (Hons.) Sanskrit,4,11,7,3,4,0,2
141,Daulat Ram College (W),B.Sc (Hons.) Bio-Chemistry,1,0,0,0,0,0,0
142,Daulat Ram College (W),B.Sc (Hons.) Botany,2,1,0,0,0,0,3
143,Daulat Ram College (W),B.Sc (Hons.) Chemistry,0,0,0,2,0,0,1
144,Daulat Ram College (W),B.Sc (Hons.) Physics,1,2,1,3,1,0,2
145,Daulat Ram College (W),B.Sc (Hons.) Mathematics,0,0,1,0,0,0,3
146,Daulat Ram College (W),B.Sc (Hons.) Zoology,2,0,0,1,3,0,1
147,Daulat Ram College (W),B.Sc (Prog.) Life Science,0,0,0,0,0,0,4
148,Daulat Ram College (W),B.Com (Hons.),2,0,0,1,0,0,0
149,Daulat Ram College (W),B.Com,0,0,0,0,0,0,3
150,Deen Dayal Upadhyaya College,B.A. (Hons.) English,0,0,0,0,0,0,1
151,Deen Dayal Upadhyaya College,Bachelor of Management Studies (BMS),1,0,0,0,0,0,0
152,Deen Dayal Upadhyaya College,B.Com (Hons.),0,0,0,0,0,0,5
153,Deen Dayal Upadhyaya College,B.Sc (Hons.) Botany,2,0,0,0,1,0,2
154,Deen Dayal Upadhyaya College,B.Sc (Hons.) Chemistry,2,1,0,3,1,0,2
155,Deen Dayal Upadhyaya College,B.Sc (Hons.) Computer Science,4,2,0,0,0,0,2
156,Deen Dayal Upadhyaya College,B.Sc (Hons.) Electronics,2,4,2,5,3,0,3
157,Deen Dayal Upadhyaya College,B.Sc (Hons.) Mathematics,6,1,2,1,1,0,4
158,Deen Dayal Upadhyaya College,B.Sc (Hons.) Physics,3,2,1,5,3,0,3
159,Deen Dayal Upadhyaya College,B.Sc (Hons.) Zoology,0,0,0,0,0,0,2
160,Deen Dayal Upadhyaya College,B.Sc (Prog.) Life Science,0,0,0,1,0,0,2
161,Deen Dayal Upadhyaya College,B.Sc (Prog.) Mathematical Sciences,0,0,0,2,0,0,2
162,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Chemistry,5,2,0,1,1,0,2
163,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,0,0,0,1,0,0,2
164,Delhi College of Arts and,,0,0,0,0,0,0,0
165,Commerce,B.Com,2,1,0,0,0,0,6
166,Delhi College of Arts and,,0,0,0,0,0,0,0
167,Commerce,B.Com (Hons.),2,3,0,1,0,0,3
168,Delhi College of Arts and,,0,0,0,0,0,0,0
169,Commerce,B.A. (Hons.) Economics,0,0,0,4,0,0,3
170,Delhi College of Arts and,,0,0,0,0,0,0,0
171,Commerce,B.A. (Hons.) English,1,1,0,0,0,0,1
172,Delhi College of Arts and,,0,0,0,0,0,0,0
173,Commerce,B.A. (Hons.) History,4,1,0,0,0,0,1
174,Delhi College of Arts and,,0,0,0,0,0,0,0
175,Commerce,B.A. (Hons.) Political Science,2,1,0,0,0,0,0
176,Delhi College of Arts and,,0,0,0,0,0,0,0
177,Commerce,B.A. (Hons.) Journalism,0,1,0,0,0,0,0
178,Delhi College of Arts and,,0,0,0,0,0,0,0
179,Commerce,B.A Program (Hindi + History),0,1,1,0,0,0,1
180,Delhi College of Arts and,,0,0,0,0,0,0,0
181,Commerce,B.A Program (Hindi + Political Science),0,0,0,1,0,0,1
182,Delhi College of Arts and,,0,0,0,0,0,0,0
183,Commerce,"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",0,0,0,0,0,0,0
184,Delhi College of Arts and,,0,0,0,0,0,0,0
185,Commerce,B.A Program (Economics + Human Resource Management (HRM)),1,0,0,0,0,0,0
186,Delhi College of Arts and,,0,0,0,0,0,0,0
187,Commerce,B.A Program (History + Political Science),0,0,0,0,0,0,0
188,Delhi College of Arts and,,0,0,0,0,0,0,0
189,Commerce,B.A Program (English + German),1,1,0,1,0,0,0
190,Delhi College of Arts and,,0,0,0,0,0,0,0
191,Commerce,B.A Program (Hindi + Physical Education),0,0,0,1,1,0,0
192,Delhi College of Arts and,,0,0,0,0,0,0,0
193,Commerce,B.A Program (Economics + Mathematics),1,0,2,1,0,0,0
194,Delhi College of Arts and,,0,0,0,0,0,0,0
195,Commerce,B.A Program (English + Spanish),0,0,0,0,0,0,0
196,Delhi College of Arts and,,0,0,0,0,0,0,0
197,Commerce,B.A Program (Computer Applications + Mathematics),0,1,0,0,0,0,1
198,Delhi College of Arts and,,0,0,0,0,0,0,0
199,Commerce,B.A Program (Operational Research (OR) + Computer Applications),1,0,1,1,0,0,1
200,Delhi College of Arts and,,0,0,0,0,0,0,0
201,Commerce,B.A Program (Accounting and Finance + Computer Applications),0,0,0,1,0,0,1
202,Delhi School of Journalism,Five Year Integrated Program in Journalism,10,2,3,4,2,0,2
203,Department of Germanic and,,0,0,0,0,0,0,0
204,Romance Studies,B.A. (Hons.) French,0,2,0,3,0,0,2
205,Department of Germanic and,,0,0,0,0,0,0,0
206,Romance Studies,B.A. (Hons.) German,0,0,0,2,1,0,1
207,Department of Germanic and,,0,0,0,0,0,0,0
208,Romance Studies,B.A. (Hons.) Italian,0,2,1,2,1,0,2
209,Department of Germanic and,,0,0,0,0,0,0,0
210,Romance Studies,B.A. (Hons.) Spanish,1,0,0,0,1,0,2
211,Department of Slavonic and Finno,,0,0,0,0,0,0,0
212,Ugrian Studies,B.A. (Hons.) Russian,6,3,1,3,4,0,2
213,Deshbandhu College,B.A. (Hons.) Economics,4,1,0,6,0,0,4
214,Deshbandhu College,B.A. (Hons.) English,3,1,0,0,3,0,4
215,Deshbandhu College,B.A. (Hons.) Hindi,0,15,7,6,8,0,4
216,Deshbandhu College,B.A. (Hons.) History,1,0,0,0,3,0,6
217,Deshbandhu College,B.A. (Hons.) Political Science,1,2,0,0,1,0,8
218,Deshbandhu College,B.A. (Hons.) Sanskrit,15,16,12,6,7,0,4
219,Deshbandhu College,B.Com (Hons.),2,0,0,0,0,0,3
220,Deshbandhu College,B.Sc (Prog.) Life Science,1,3,3,3,1,0,4
221,Deshbandhu College,B.Sc (Hons.) Bio-Chemistry,2,1,0,0,0,0,1
222,Deshbandhu College,B.Sc (Hons.) Botany,2,7,2,4,5,0,4
223,Deshbandhu College,B.Sc (Hons.) Chemistry,2,3,0,2,1,0,2
224,Deshbandhu College,B.Sc (Hons.) Mathematics,5,12,0,8,6,0,6
225,Deshbandhu College,B.Sc (Hons.) Physics,8,8,3,5,2,0,4
226,Deshbandhu College,B.Sc (Hons.) Zoology,3,9,1,3,2,0,4
227,Deshbandhu College,B.Sc (Prog.) Physical Science with Chemistry,17,14,12,12,9,0,8
228,Deshbandhu College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,2,1,6,0,0,4
229,Deshbandhu College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,13,15,9,6,5,0,4
230,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Applied Psychology,3,0,0,0,0,0,2
231,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Geography,0,0,0,0,4,0,4
232,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Hindi Patrakarita,2,11,3,6,7,0,4
233,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) History,2,1,0,4,2,0,3
234,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Social Work,7,4,3,4,7,0,4
235,Dr. Bhim Rao Ambedkar College,B.Com,9,1,0,9,0,0,12
236,Dr. Bhim Rao Ambedkar College,B.Com (Hons.),6,0,0,8,0,0,8
237,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Economics,1,7,1,5,1,0,3
238,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Hindi,0,12,6,5,5,0,3
239,Dr. Bhim Rao Ambedkar College,B.A. (Hons.) Business Economics,11,10,1,6,0,0,4
240,Dyal Singh College,B.A. (Hons.) Hindi,3,16,8,6,7,0,4
241,Dyal Singh College,B.A. (Hons.) Economics,1,3,0,6,0,0,4
242,Dyal Singh College,B.A. (Hons.) History,0,1,0,0,0,0,4
243,Dyal Singh College,B.A. (Hons.) Political Science,1,0,0,0,0,0,3
244,Dyal Singh College,B.A. (Hons.) Geography,1,0,0,0,0,0,1
245,Dyal Singh College,B.A. (Hons.) English,0,0,1,1,0,0,4
246,Dyal Singh College,B.Com,4,2,0,0,0,0,12
247,Dyal Singh College,B.Com (Hons.),1,0,0,0,2,0,9
248,Dyal Singh College,B.Sc (Hons.) Mathematics,5,6,2,6,2,0,6
249,Dyal Singh College,B.Sc (Hons.) Botany,1,1,0,0,0,0,2
250,Dyal Singh College,B.Sc (Hons.) Chemistry,3,3,3,2,1,0,2
251,Dyal Singh College,B.Sc (Hons.) Physics,6,7,4,6,1,0,4
252,Dyal Singh College,B.Sc (Hons.) Zoology,1,1,0,0,1,0,2
253,Dyal Singh College,B.Sc (Prog.) Physical Science with Chemistry,14,16,16,11,5,0,8
254,Dyal Singh College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,4,4,5,1,0,4
255,Dyal Singh College,B.Sc (Prog.) Life Science,3,3,0,2,3,0,4
256,Dyal Singh College,B.Sc (Hons.) Computer Science,1,3,0,0,1,0,3
257,Dyal Singh College,B.A. (Hons.) Philosophy,1,1,1,0,1,0,3
258,Dyal Singh College,B.A. (Hons.) Punjabi,18,14,8,4,6,0,3
259,Dyal Singh College,B.A. (Hons.) Urdu,9,15,9,4,5,0,3
260,Dyal Singh College,B.A. (Hons.) Sanskrit,17,12,8,4,6,0,3
261,Dyal Singh College (Evening),B.A. (Hons.) English,3,5,0,2,1,0,5
262,Dyal Singh College (Evening),B.A. (Hons.) Political Science,0,0,0,1,0,0,5
263,Dyal Singh College (Evening),B.Com,0,0,0,10,0,0,10
264,Dyal Singh College (Evening),B.Com (Hons.),0,0,0,1,0,0,4
265,Dyal Singh College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
266,Gargi College (W),B.A. (Hons.) Applied Psychology,0,0,0,0,0,0,0
267,Gargi College (W),B.A. (Hons.) English,2,0,0,0,1,0,2
268,Gargi College (W),B.A. (Hons.) Hindi,0,8,2,4,4,0,3
269,Gargi College (W),B.A. (Hons.) History,1,0,0,0,0,0,2
270,Gargi College (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
271,Gargi College (W),B.A. (Hons.) Political Science,0,0,0,1,0,0,0
272,Gargi College (W),B.A. (Hons.) Sanskrit,3,13,6,3,4,0,2
273,Gargi College (W),B.Com,0,0,0,0,0,0,11
274,Gargi College (W),B.Com (Hons.),0,0,0,0,0,0,6
275,Gargi College (W),B.Sc (Hons.) Botany,2,1,1,0,0,0,4
276,Gargi College (W),B.Sc (Hons.) Chemistry,0,0,2,2,0,0,2
277,Gargi College (W),B.Sc (Hons.) Microbiology,2,0,0,1,0,0,0
278,Gargi College (W),B.Sc (Hons.) Mathematics,1,0,1,2,0,0,3
279,Gargi College (W),B.Sc (Hons.) Physics,2,0,1,3,0,0,2
280,Gargi College (W),B.Sc (Hons.) Zoology,2,0,0,0,1,0,2
281,Gargi College (W),B.Sc (Prog.) Life Science,1,1,0,1,1,0,5
282,Gargi College (W),B.Sc (Prog.) Physical Science with Chemistry,3,3,0,5,1,0,4
283,Gargi College (W),B.A. (Hons.) Economics,1,1,0,1,0,0,3
284,Gargi College (W),B.A. (Hons.) Business Economics,1,0,0,3,0,0,3
285,Gargi College (W),Bachelor of Elementary Education (B.El.Ed.),2,0,0,0,1,0,1
286,Hansraj College,B.A. (Hons.) Economics,1,0,0,1,0,0,1
287,Hansraj College,B.A. (Hons.) English,1,1,0,0,0,0,0
288,Hansraj College,B.A. (Hons.) Hindi,0,0,0,4,0,0,0
289,Hansraj College,B.A. (Hons.) History,0,0,0,0,0,0,0
290,Hansraj College,B.A. (Hons.) Sanskrit,0,1,5,3,2,0,2
291,Hansraj College,B.Com (Hons.),1,1,0,0,0,0,0
292,Hansraj College,B.Sc (Prog.) Life Science,2,0,0,0,0,0,1
293,Hansraj College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,0,0,0,1
294,Hansraj College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,0,0,0,0,0,2
295,Hansraj College,B.Sc (Hons.) Anthropology,4,0,0,0,0,0,1
296,Hansraj College,B.Sc (Hons.) Botany,1,2,1,0,2,0,2
297,Hansraj College,B.Sc (Hons.) Chemistry,1,1,0,0,0,0,4
298,Hansraj College,B.Sc (Hons.) Computer Science,0,0,0,0,0,0,0
299,Hansraj College,B.Sc (Hons.) Electronics,3,0,0,0,0,0,2
300,Hansraj College,B.Sc (Hons.) Geology,1,2,0,0,0,0,0
301,Hansraj College,B.Sc (Hons.) Mathematics,1,1,0,0,1,0,0
302,Hansraj College,B.Sc (Hons.) Physics,5,3,1,0,2,0,3
303,Hansraj College,B.Sc (Hons.) Zoology,1,1,1,2,0,0,0
304,Hansraj College,B.A. (Hons.) Philosophy,2,0,0,0,0,0,0
305,Hindu College,B.A. (Hons.) English,0,0,0,0,0,0,0
306,Hindu College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
307,Hindu College,B.A. (Hons.) Hindi,0,0,0,0,0,0,0
308,Hindu College,B.A. (Hons.) History,0,0,0,0,0,0,0
309,Hindu College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
310,Hindu College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
311,Hindu College,B.A. (Hons.) Sociology,0,0,0,0,0,0,0
312,Hindu College,B.A. (Hons.) Philosophy,0,0,0,0,0,0,0
313,Hindu College,B.Com (Hons.),0,0,0,0,0,0,0
314,Hindu College,B.Sc (Hons.) Physics,4,1,0,0,1,0,3
315,Hindu College,B.Sc (Hons.) Chemistry,0,1,1,0,1,0,3
316,Hindu College,B.Sc (Hons.) Botany,3,1,0,0,0,0,0
317,Hindu College,B.Sc (Hons.) Zoology,2,2,0,0,1,0,1
318,Hindu College,B.Sc (Hons.) Mathematics,0,1,0,0,1,0,0
319,Hindu College,B.Sc (Hons.) Statistics,0,0,0,0,0,0,1
320,Hindu College,B.Sc (Prog.) Physical Science with Electronics,0,0,0,0,1,0,2
321,Hindu College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,1,0,0,3
322,Indraprastha College for Women,,0,0,0,0,0,0,0
323,(W),B.A. (Hons.) Economics,1,1,0,5,0,0,3
324,Indraprastha College for Women,,0,0,0,0,0,0,0
325,(W),B.A. (Hons.) English,2,2,0,0,0,0,0
326,Indraprastha College for Women,,0,0,0,0,0,0,0
327,(W),B.A. (Hons.) Hindi,0,8,5,5,6,0,5
328,Indraprastha College for Women,,0,0,0,0,0,0,0
329,(W),B.A. (Hons.) History,1,1,0,0,0,0,2
330,Indraprastha College for Women,,0,0,0,0,0,0,0
331,(W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
332,Indraprastha College for Women,,0,0,0,0,0,0,0
333,(W),B.A. (Hons.) Political Science,1,0,0,0,0,0,0
334,Indraprastha College for Women,,0,0,0,0,0,0,0
335,(W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
336,Indraprastha College for Women,,0,0,0,0,0,0,0
337,(W),B.A. (Hons.) Sanskrit,6,18,8,5,6,0,4
338,Indraprastha College for Women,,0,0,0,0,0,0,0
339,(W),B.Com (Hons.),2,2,0,0,0,0,1
340,Indraprastha College for Women,,0,0,0,0,0,0,0
341,(W),B.Sc (Hons.) Computer Science,1,1,0,0,0,0,2
342,Indraprastha College for Women,,0,0,0,0,0,0,0
343,(W),B.Sc (Hons.) Mathematics,4,0,0,3,0,0,3
344,Indraprastha College for Women,,0,0,0,0,0,0,0
345,(W),B.A. (Hons.) Geography,0,0,0,0,0,0,0
346,Indraprastha College for Women,,0,0,0,0,0,0,0
347,(W),B.A. (Hons.) Sociology,1,0,0,0,1,0,2
348,Indraprastha College for Women,,0,0,0,0,0,0,0
349,(W),B.A. (Hons.) Multi Media and Mass Communication,0,1,2,0,1,0,0
350,Indraprastha College for Women,,0,0,0,0,0,0,0
351,(W),B.A Program (English + History),0,0,0,0,0,0,0
352,Indraprastha College for Women,,0,0,0,0,0,0,0
353,(W),B.A Program (English + Political Science),0,0,0,0,0,0,0
354,Indraprastha College for Women,,0,0,0,0,0,0,0
355,(W),B.A Program (Hindi + History),0,0,0,0,0,0,0
356,Indraprastha College for Women,,0,0,0,0,0,0,0
357,(W),B.A Program (Hindi + Political Science),0,0,0,1,0,0,0
358,Indraprastha College for Women,,0,0,0,0,0,0,0
359,(W),B.A Program (Sanskrit + Philosophy),0,0,1,1,0,0,1
360,Indraprastha College for Women,,0,0,0,0,0,0,0
361,(W),B.A Program (Computer Applications + Mathematics),1,0,0,1,1,0,0
362,Indraprastha College for Women,,0,0,0,0,0,0,0
363,(W),B.A Program (Economics + Mathematics),0,1,0,0,0,0,1
364,Indraprastha College for Women,,0,0,0,0,0,0,0
365,(W),B.A Program (Economics + Political Science),0,0,0,0,0,0,0
366,Indraprastha College for Women,,0,0,0,0,0,0,0
367,(W),B.A Program (History + Philosophy),0,0,0,0,0,0,1
368,Indraprastha College for Women,,0,0,0,0,0,0,0
369,(W),B.A Program (History + Political Science),0,0,0,0,0,0,1
370,Indraprastha College for Women,,0,0,0,0,0,0,0
371,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Psychology),0,0,0,0,0,0,1
372,Indraprastha College for Women,,0,0,0,0,0,0,0
373,(W),B.A Program (Computer Applications + Economics),0,0,0,1,0,0,1
374,Indraprastha College for Women,,0,0,0,0,0,0,0
375,(W),B.A Program (Sanskrit + History),0,0,0,0,0,0,1
376,Indraprastha College for Women,,0,0,0,0,0,0,0
377,(W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
378,Indraprastha College for Women,,0,0,0,0,0,0,0
379,(W),B.A Program (Sanskrit + Political Science),0,0,1,0,0,0,1
380,Indraprastha College for Women,,0,0,0,0,0,0,0
381,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),1,0,0,0,0,0,1
382,Indraprastha College for Women,,0,0,0,0,0,0,0
383,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Hindi),0,0,1,0,1,0,1
384,Indraprastha College for Women,,0,0,0,0,0,0,0
385,(W),B.A Program (Commerce + Economics),0,0,0,0,1,0,1
386,Indraprastha College for Women,,0,0,0,0,0,0,0
387,(W),B.A Program (Geography + English),0,0,0,0,0,0,1
388,Indraprastha College for Women,,0,0,0,0,0,0,0
389,(W),B.A Program (Hindi + Geography),0,0,0,1,0,0,0
390,Indraprastha College for Women,,0,0,0,0,0,0,0
391,(W),B.A Program (Geography + History),0,0,0,0,0,0,0
392,Indraprastha College for Women,,0,0,0,0,0,0,0
393,(W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
394,Indraprastha College for Women,,0,0,0,0,0,0,0
395,(W),B.A Program (Sanskrit + Geography),0,0,1,0,0,0,0
396,Indraprastha College for Women,,0,0,0,0,0,0,0
397,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Sociology),0,0,0,0,0,0,0
398,Indraprastha College for Women,,0,0,0,0,0,0,0
399,(W),B.A Program (History + Sociology),1,0,0,0,0,0,0
400,Indraprastha College for Women,,0,0,0,0,0,0,0
401,(W),B.A Program (Philosophy + Sociology),0,0,0,0,0,0,0
402,Indraprastha College for Women,,0,0,0,0,0,0,0
403,(W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
